,NO,XCOORD,YCOORD,LINES
4670,69348.0,7683586.412772819,684516.5263329741,"025GTeb,025GTwb"
4671,69350.0,7687598.512797018,673707.2454144065,"009Peb,009Pwb"
4672,69357.0,7656696.740393476,644180.3342605871,"032OFnb,032OFsb"
4673,69363.0,7647445.115390223,642348.6276971634,"035Mnb,035Msb,035MTnb,035MTsb"
4674,69377.0,7621016.867733726,667056.4106127315,"056SMib,056SMob"
4675,69389.0,7618998.24849649,651162.784425485,"012PTnb,045GHib,045GHob,094TSnb"
4676,69394.0,7651033.955267903,665355.3063105205,"070Tnb,070Tsb"
4677,69400.0,7583249.166498323,690067.880135671,"048Ceb,048Cwb"
4678,69415.0,7636301.393702783,588939.0521780063,"CA99Xow,CA99Xwc,CA99Xwo,CAlp,SM3Xeb,SM3Xwb"
4679,69416.0,7668305.823811642,669088.982677878,"010Heb,010Hwb"
4680,69418.0,7617138.398376788,674115.7311313715,"058Cib,058Cob"
4681,69422.0,7595583.578067147,691703.1859062893,"052FPnb,052FPsb,052FWnb,052FWsb"
4682,69425.0,7651767.558235113,677461.4806228741,"002FXDeb,002FXDwb,010Heb,010Hwb,070Tnb,070Tsb"
4683,69431.0,7730507.761015513,624172.24834441,"SAMEnb,SAMEsb"
4684,69438.0,7690336.762073518,678422.4084447382,"074Nnb,074Nsb"
4685,69451.0,7666508.3770167455,695534.5668690569,"071PCnb,071PCsb"
4686,69454.0,7544255.907411806,683923.1856462831,RCClp
4687,69469.0,7679831.946263886,680336.0332719595,"073FPnb,073FPsb"
4688,69476.0,7648243.758887513,687546.9746938632,006Mib
4689,69513.0,7581969.5559391035,684919.1234381546,"047HWeb,047HWwb"
4690,69515.0,7646228.84485768,693454.0968081079,"004Fib,004Fob"
4691,69525.0,7636700.814062243,688998.792160109,"026TNib,026TNob"
4692,69538.0,7631884.456968907,666137.7796754708,001Vopm
4693,69540.0,7659042.448384887,691345.5193909478,"075CLnw,075CLse"
4694,69541.0,7761691.272282537,627510.8894216806,"MHEXib,MHEXob,MHVSib,MHVSob"
4695,69545.0,7609327.318654627,680196.6603932374,"059Web,059Wwb"
4696,69553.0,7702018.043636083,686609.7596194337,"077BReb,077BRwb,077BTeb,077BTwb"
4697,69591.0,7613001.989996536,643893.9116773797,"094TSnb,094TSsb,RCKwb"
4698,69594.0,7651079.183758359,664565.221630351,"070Tnb,070Tsb"
4699,69596.0,7640238.380476752,706172.5123449382,"004Fib,004Fob"
4700,69604.0,7609948.523897039,668274.4445488044,"088Heb,088Hwb"
4701,69607.0,7668893.787487567,667104.0803080874,"072Knb,072Ksb"
4702,69610.0,7665800.34930069,669151.0317019771,"010Heb,010Hwb"
4703,69625.0,7641554.24193245,665919.7519636721,"039AHsb,051VBib,051VBob"
4704,69627.0,7679712.800125594,674991.7314833706,"073FPnb,073FPsb"
4705,69634.0,7640968.091736172,655150.4696008388,"038BFnb,038BFsb,039AHnb,039AHsb"
4706,69640.0,7606611.474222943,673007.6514152125,"057FGeb,057FGwb"
4707,69666.0,7645090.731881455,697142.2878844833,"004Fib,004Fob"
4708,69687.0,7662620.992141979,671868.9873378861,"017HBnb,017HBsb,017Hnb,017Hsb"
4709,69689.0,7651354.15730831,648545.5581910393,"034LRnb,034LRsb"
4710,69690.0,7644960.289920574,701383.2027663062,"044CMnb,044CMsb"
4711,69693.0,7620624.646149283,646047.8679956539,"076HMnb,076HMsb,076HOnb,076HOsb"
4712,69697.0,7648412.438624866,684675.4521508057,"006Mob,PSCLP"
4713,69701.0,7660431.065262126,681511.6521232128,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb"
4714,69751.0,7570111.910123811,689025.3032505148,"048Ceb,048Cwb"
4715,69758.0,7668697.284994565,677155.2620104293,"002FXDeb,002FXDwb"
4716,69759.0,7696480.773061538,676222.3790446755,"002FXDeb,002FXDwb"
4717,69775.0,7630674.701849393,670257.0358139873,001Viam
4718,69778.0,7749283.681067353,635878.3096565327,"MHEXib,MHVSib,SAMCwb,SAMEnb,SAMGwb,SAMSlp"
4719,69786.0,7671302.926805848,683484.5033689225,"020BSeb,020BSwb"
4720,69792.0,7621808.737617469,657042.2326843773,"043TMib,043TMob"
4721,69820.0,7675957.9525158955,687294.4007887177,"023SReb,077BReb,077BTeb"
4722,69829.0,7652489.004978001,656064.2121283325,"034LRnb,034LRsb"
4723,69835.0,7608628.061556113,684459.2236183559,"062Mnb,062Msb"
4724,69846.0,7666696.4590929095,692899.9276997681,"024FReb,024FRwb"
4725,69854.0,7690857.987715972,691518.5005369195,"074Nnb,074Nsb"
4726,69855.0,7633024.543849082,658753.9663078475,"039AHnb,039AHsb"
4727,69868.0,7647743.347486686,688343.5608870296,"017HBnb,PSCLP"
4728,69873.0,7625575.098050187,708162.5190249603,"011Reb,011Rwb,044CMnb,044CMsb"
4729,69875.0,7619054.73810947,629804.359608641,RCTRlp
4730,69897.0,7611499.954099901,633160.2217203443,RCTBlp
4731,69910.0,7688635.841971673,682864.2475283949,"287Eeb,287Ewb,287Geb"
4732,69914.0,7601909.052918099,664559.0507180184,"088Heb,088Hwb"
4733,69927.0,7683622.094944178,689961.7994235108,"023SReb,023SRwb"
4734,69933.0,7664133.415766824,674453.4199067537,"009Peb,009Pwb"
4735,69934.0,7664058.336316666,685028.7896574792,"019WGnb,019WGsb,287Eeb,292Reb"
4736,69940.0,7641720.871441736,706023.9400477901,"004Fib,004Fob"
4737,69952.0,7647215.121730233,710679.9638598306,"006Mib,006Mob"
4738,69953.0,7648685.262570522,710691.4220827696,"011Reb,011Rwb"
4739,69966.0,7545885.745471483,686111.2468223912,057FGeb
4740,69967.0,7545897.007694006,686419.8308395654,"057FGwb,RCClp"
4741,69987.0,7646695.089890172,691456.587113085,"004Fib,024FRwb,044CMsb"
4742,69988.0,7655751.958203908,679994.8121895302,"014Heb,014Hwb"
4743,69993.0,7616121.135242263,673859.640819198,"058Cib,058Cob"
4744,70001.0,7655897.370694733,628921.5460429933,"035Mnb,035Msb,035MTnb,035MTsb"
4745,70003.0,7680841.866683729,673943.1126861341,"009Peb,009Pwb"
4746,70008.0,7648949.59789919,619576.2391523797,"076HOnb,076HOsb,153Snb"
4747,70023.0,7618312.321724636,658062.1968243127,"076HMnb,076HMsb,076HOnb,076HOsb,076HTnb,076HTsb"
4748,70041.0,7660146.820293633,693090.5861810853,"024FReb,024FRwb"
4749,70050.0,7600331.7350634625,671039.9219797672,"052FPnb,052FPsb,052FWnb,052FWsb"
4750,70053.0,7669293.172586335,682700.4444008034,"072Knb,072Ksb"
4751,70056.0,7663718.627437246,623893.1477862163,"032OFnb,032OFsb"
4752,70062.0,7686216.772433541,684465.66893124,"025GTeb,025GTwb"
4753,70082.0,7640633.781267554,576368.652737217,SCCAlp
4754,70084.0,7684957.569915133,676345.7526914229,"002FXDeb,002FXDwb"
4755,70092.0,7635797.107094203,651862.8351255887,"038BFnb,038BFsb"
4756,70094.0,7676922.936645866,696389.4303787636,"021PGeb,021PGwb"
4757,70115.0,7665473.118446226,695566.1665322416,"071PCnb,071PCsb"
4758,70135.0,7666884.962469919,644710.229020359,"031Wnb,031Wsb"
4759,70147.0,7682785.105470204,671111.7895234926,"017HBnb,017Hnb"
4760,70158.0,7679418.046536086,676484.7651694408,"002FXDeb,002FXDwb"
4761,70178.0,7635347.637795267,648869.636039163,"038BFnb,038BFsb,078BLeb,078BLwb,078TLeb,078TLwb"
4762,70193.0,7669285.848671691,681678.496256906,"072Knb,072Ksb"
4763,70196.0,7670405.562811119,638054.1316081784,"079COnb,079COsb"
4764,70202.0,7656376.983053956,708193.8875876734,"070Tnb,070Tsb"
4765,70213.0,7823287.746575486,617589.435178777,"MHEXib,MHEXob,MHVSib,MHVSob"
4766,70218.0,7650883.216866423,667920.9451417939,"019WGnb,019WGsb,070Tnb,070Tsb"
4767,70221.0,7608576.136852263,684165.7618314404,"062Mnb,062Msb"
4768,70223.0,7648144.919289832,684687.6999753164,"006Mib,PSCLP"
4769,70229.0,7667679.417958827,681758.9034177273,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb"
4770,70230.0,7648252.239604472,679478.0995561138,PSCLP
4771,70247.0,7625691.726283443,708396.7249933516,"004Fib,004Fob,011Reb,011Rwb,044CMnb,044CMsb"
4772,70271.0,7591252.489704972,668192.8208855416,"088Heb,088Hwb"
4773,70291.0,7648575.661384114,656490.7272977042,"035Mnb,035Msb,035MTsb"
4774,70292.0,7609712.242924481,639419.1797382755,RCKeb
4775,70325.0,7663375.018850031,672373.87764767,"014Heb,014Hwb"
4776,70357.0,7623389.230578452,712255.128010171,"044CMnb,044CMsb,075CLnw,075CLse"
4777,70369.0,7660244.520489031,622415.1448302045,CCOClp
4778,70370.0,7595280.890561773,680745.7614914371,"052FPnb,052FPsb,052FWnb,052FWsb"
4779,70389.0,7623285.998771988,670046.7058933198,"056SMib,056SMob"
4780,70392.0,7653045.090990172,688179.6264591673,"017HBnb,070Tnb,077BReb,077BTeb"
4781,70405.0,7660610.321220637,624210.7484214077,"CA99Xco,CA99Xwo"
4782,70408.0,7654656.461112913,677375.7766514642,"002FXDeb,002FXDwb"
4783,70423.0,7617120.511641013,654322.5452450041,"043TMob,076HMnb,076HMsb,076HOnb,076HOsb,076HTnb,076HTsb,078BLeb,078BLwb"
4784,70426.0,7650340.545981087,672867.9104357485,"019WGnb,019WGsb,070Tnb,070Tsb"
4785,70427.0,7729542.259084509,594020.0880400818,"CCESeb,CCESwb"
4786,70437.0,7667555.184710362,692868.8563376233,"024FReb,024FRwb"
4787,70452.0,7664178.060956113,669194.77608947,"010Heb,010Hwb"
4788,70459.0,7643135.245470484,683134.6834692607,"287Ewb,288WRwb,292Rwb"
4789,70463.0,7669192.371484734,675257.7996155064,"072Knb,072Ksb"
4790,70464.0,7669196.9069938045,675429.5842590886,"072Knb,072Ksb"
4791,70489.0,7641253.582507155,595324.6906492874,CAlp
4792,70490.0,7647495.9166918285,688615.9537318237,"017HBsb,PSCLP"
4793,70507.0,7690952.618805229,684326.6279531643,"025GTeb,025GTwb"
4794,70522.0,7650242.585985167,693339.9460798106,"024FReb,024FRwb"
4795,70530.0,7533758.361916716,688450.6485012154,"RCWeb,RCWwb"
4796,70550.0,7621551.843103678,615207.3304145598,"SM2Xnb,SM2Xsb,SM6nb,SM6sb"
4797,70559.0,7656366.471632931,694462.6080251276,"070Tnb,070Tsb"
4798,70594.0,7663349.326698649,694534.9890698919,"071PCnb,071PCsb"
4799,70601.0,7749284.61746923,635527.3690546586,"MHEXob,MHVSob,SAMCeb,SAMEsb,SAMGeb,SAMSlp"
4800,70604.0,7661871.880243751,627344.0026879195,"034LRnb,034LRsb"
4801,70608.0,7643576.6171532255,588169.1718382452,"CAlp,SCCAlp"
4802,70614.0,7625335.145070282,708866.4536328106,"004Fib,011Reb,011Rwb,016FSib,016FSob,044CMnb"
4803,70633.0,7691266.177832346,681672.7318453804,"020BSeb,020BSwb"
4804,70677.0,7648780.98866197,679462.2581244251,"010Heb,010Hwb"
4805,70680.0,7617319.13463826,607411.014821933,"SM2Xnb,SM2Xsb,SM3Xeb,SM3Xwb,SM4eb,SM4wb,SM5nb,SM5sb,SM6nb,SM6sb,SM7Elp,SM7Wlp"
4806,70690.0,7607412.255424501,681391.7316833781,"062Mnb,062Msb"
4807,70698.0,7536653.473306941,686439.6728792711,"057FGwb,RCClp,RCGElp,RCGEMlp,RCWeb,RCWwb"
4808,70706.0,7671908.645617283,695568.7796374715,"012PTnb,012PTsb,071PCnb,071PCsb,073FPnb,073FPsb,MAClp"
4809,70709.0,7647093.935387864,692628.5966571071,"004Fob,024FReb,044CMnb"
4810,70726.0,7662236.510473016,677371.5728430657,"002FXDeb,002FXDwb,071PCnb,071PCsb"
4811,70732.0,7656455.652111297,697572.1561442243,"070Tnb,070Tsb"
4812,70734.0,7674431.7847635625,666646.87359365,"010Heb,010Hwb,073FPnb,073FPsb,086Rnb,086Rsb"
4813,70752.0,7634287.0626741145,656766.3662326473,"039AHnb,039AHsb"
4814,70767.0,7688379.568359132,687036.8444736018,"077BReb,077BRwb,077BTeb,077BTwb"
4815,70772.0,7592179.745159483,680233.3092665336,"088Heb,088Hwb"
4816,70777.0,7627047.421294832,708800.4581008289,"075CLnw,075CLse"
4817,70781.0,7679801.561703119,678631.2529624229,"073FPnb,073FPsb"
4818,70786.0,7533603.567707127,690340.7281813642,RCGElp
4819,70788.0,7706660.786221565,686189.30227851,"021PGeb,021PGwb"
4820,70790.0,7651539.466378923,684758.2499164105,"012PTnb,012PTsb,019WGnb,019WGsb"
4821,70810.0,7663530.860661716,657576.7244533596,"034LRnb,034LRsb"
4822,70812.0,7639125.039156092,683812.8379198291,"051VBib,051VBob,051VCib,051VCob,063WPib,063WPob"
4823,70814.0,7669929.141858274,613003.9951078865,"032OFnb,032OFsb,CCCCnb,CCCCsb,CCESeb,CCESwb,CCOClp"
4824,70827.0,7653145.600791193,693255.9313117786,"024FReb,024FRwb"
4825,70828.0,7659133.635367259,699733.9298677793,"075CLnw,075CLse"
4826,70835.0,7612408.124216238,662939.5402789793,"076HMnb,076HMsb,076HOnb,076HOsb,076HTnb,076HTsb"
4827,70846.0,7683559.130318251,676367.9599358272,"002FXDeb,002FXDwb"
4828,70848.0,7581625.028150047,696263.6075271311,"RCNHam,RCNHpm"
4829,70854.0,7569033.353666695,687339.3548786087,"048Ceb,048Cwb"
4830,70858.0,7663030.325060646,656425.4561508342,"033MKnb,033MKsb"
4831,70871.0,7664017.628035247,691366.3827326831,"012PTnb,012PTsb"
4832,70880.0,7647630.851161693,693416.9436337956,"024FReb,024FRwb"
4833,70888.0,7652064.053528103,685014.7654294469,"012PTnb,012PTsb,019WGnb,019WGsb"
4834,70892.0,7690176.780753551,675040.5496810081,"074Nnb,074Nsb"
4835,70905.0,7679169.131038257,666422.3109445364,"010Heb,010Hwb,073FPnb,073FPsb,086Rnb,086Rsb"
4836,70908.0,7658052.344304681,683840.2697804577,"075CLnw,075CLse"
4837,70922.0,7637656.50542406,667825.9278147198,"044CCnb,044CMnb,044CMsb,045GHib,045GHob"
4838,70936.0,7685223.605247202,692038.9148777594,"022PReb,022PRwb"
4839,70942.0,7647007.236014461,689701.353402616,"004Fob,044CMnb"
4840,70950.0,7632374.218248429,706516.3765326616,"075CLnw,075CLse"
4841,70961.0,7621897.243794476,631067.162134241,"076HMnb,076HMsb,076HOnb,076HOsb"
4842,70972.0,7670934.7398694735,674247.4803948739,"009Peb,009Pwb"
4843,70979.0,7673774.879049751,695327.7632554639,"073FPnb,073FPsb,MAClp"
4844,70991.0,7650375.620551233,675976.9381537951,"009Peb,009Pwb,017HBnb,017HBsb,017Hnb,017Hsb,070Tnb,070Tsb,291Onb,291Osb"
4845,71012.0,7638493.88485311,689000.677352537,"026TNib,026TNob"
4846,71027.0,7633331.597463187,706905.5190109451,"035Mnb,035Msb,035MTnb,035MTsb"
4847,71034.0,7639649.583999161,706588.280576463,"004Fib,004Fob,035Mnb,035Msb,035MTnb,035MTsb"
4848,71055.0,7690163.114226219,674481.7490634086,"074Nnb,074Nsb"
4849,71064.0,7657505.857111708,672010.394420694,"017HBnb,017HBsb,017Hnb,017Hsb"
4850,71075.0,7750404.5531091,635849.7208993481,"MHEXib,MHVSib,SAMCeb,SAMCwb,SAMEnb,SAMEsb,SAMGeb,SAMGwb,SAMSlp"
4851,71080.0,7687171.187542369,691232.1384641989,"023SReb,023SRwb,086Rnb,086Rsb"
4852,71093.0,7632813.490426971,661006.1788122614,"044CCnb,044CMnb,044CMsb"
4853,71098.0,7650669.66513932,693326.8627536356,"024FReb,024FRwb"
4854,71100.0,7680757.15691431,684554.5720090596,"025GTeb,025GTwb"
4855,71101.0,7665893.4560869085,671772.9883458868,"017HBnb,017HBsb,017Hnb,017Hsb"
4856,71112.0,7630565.21363042,654525.1288501666,"044CCnb,044CMnb,044CMsb,078BLeb,078BLwb,078TLeb,078TLwb"
4857,71117.0,7651644.938789866,688214.6899292767,"017HBnb,077BReb,077BTeb"
4858,71134.0,7646076.197952384,698721.2525424141,"072Knb,072Ksb"
4859,71161.0,7680183.453266902,691061.9937239046,"073FPnb,073FPsb"
4860,71163.0,7711060.4221208375,687833.0756660599,"077BReb,077BRwb,077BTeb,077BTwb"
4861,71171.0,7607028.71405742,655254.9105097371,"062Mnb,062Msb"
4862,71190.0,7684704.44760889,619040.6222811558,"CCESeb,CCESwb"
4863,71191.0,7673416.046832088,650873.4017467164,"155Seb,155Swb,156Meb,156Mwb,SAMCeb,SAMCwb"
4864,71226.0,7652323.447746889,676665.5017309188,"070Tnb,070Tsb"
4865,71231.0,7655622.376244743,657869.0195379512,"075CLnw,075CLse"
4866,71241.0,7667570.693141377,693214.177028279,"012PTnb,012PTsb"
4867,71243.0,7643709.830616533,672748.7254785815,"001Viam,001Vopm,012Bsb,012PTnb,012PTsb,038BFnb,038BFsb,044CCnb,044CMnb,044CMsb,045GHib,045GHob,054BHib,054BHob,055Hib,055Hob"
4868,71256.0,7664139.853379701,699116.8084335286,MAClp
4869,71259.0,7668955.676911348,681963.042625997,"015BCeb,015BMeb,015BYeb"
4870,71260.0,7668960.885421768,682230.1656602569,"015BCwb,015BMwb,015BYwb"
4871,71278.0,7643853.871007737,685088.4065767407,"077BReb,077BTeb"
4872,71279.0,7655407.946115887,677352.6574052299,"002FXDeb,002FXDwb"
4873,71280.0,7700126.026152047,681450.4015007135,"020BSeb,020BSwb"
4874,71292.0,7628663.513027018,706220.465740848,"044CMnb,044CMsb"
4875,71293.0,7547475.894951779,687276.4745528667,RCClp
4876,71295.0,7665169.298638588,677308.7605174442,"002FXDeb,002FXDwb"
4877,71299.0,7668421.536843066,546005.6920112937,"SCEXlp,SCMClp"
4878,71305.0,7651257.953515897,684065.4689308548,"020BSeb,020BSwb"
4879,71315.0,7675961.922623835,687528.6398572085,"023SRwb,077BRwb,077BTwb"
4880,71332.0,7648504.66800933,696361.2016223234,"006Mib,006Mob"
4881,71336.0,7656017.382934757,705442.2098843207,"070Tnb,070Tsb"
4882,71340.0,7572091.081982158,685651.5607030317,"047HWeb,047HWwb,288HWeb,288HWwb"
4883,71344.0,7665701.13530226,609399.7981995096,CCOClp
4884,71359.0,7611707.38112943,639453.2876979037,"094TSnb,094TSsb"
4885,71399.0,7634240.812681617,654390.1946803065,"039AHnb,039AHsb"
4886,71414.0,7679734.705769407,675814.6193291446,"073FPnb,073FPsb"
4887,71418.0,7669606.506013004,692138.9630778398,"072Knb,072Ksb"
4888,71424.0,7632000.064000117,671046.5420930005,"054BHib,054BHob,056SMib,056SMob"
4889,71435.0,7573629.465858924,685366.6668332578,"047HWeb,047HWwb"
4890,71443.0,7638514.911629819,683828.3742566586,"063WPib,063WPob"
4891,71468.0,7659434.918869832,621349.3426986069,CCOClp
4892,71472.0,7657918.931537853,688091.3800826677,"012PTnb,012PTsb,287Ewb,292Rwb"
4893,71483.0,7646443.807487607,688380.5727610614,"017HBnb,C164Pnb,PSCLP"
4894,71503.0,7701957.081514156,676052.9170057378,"002FXDeb,002FXDwb"
4895,71505.0,7652989.445878886,659205.6333111731,"034LRnb,034LRsb"
4896,71507.0,7673222.005344007,682087.9051757319,"015BMwb,015BYwb"
4897,71526.0,7671065.29363058,643325.9514518165,"079COnb,079COsb"
4898,71528.0,7650869.414138816,668181.8148635433,"019WGnb,019WGsb,070Tnb,070Tsb"
4899,71532.0,7669311.8912237715,679700.743901409,"072Knb,072Ksb"
4900,71533.0,7669308.170916335,679846.5826930765,"072Knb,072Ksb"
4901,71543.0,7639540.965276866,662717.3183746253,"039AHnb,039AHsb,043TMib,043TMob"
4902,71585.0,7638242.376484744,706708.4134167528,"004Fib,004Fob,035Mnb,035Msb,035MTnb,035MTsb"
4903,71586.0,7688270.884441757,693603.8117075326,"021PGeb,021PGwb"
4904,71589.0,7600953.869007734,671160.1798202771,"052FPnb,052FPsb,052FWnb,052FWsb"
4905,71601.0,7643172.458944908,686132.7066653294,"PSCLP,PSCNSnb"
4906,71614.0,7668172.648045287,683590.3962807117,"020BSeb,020BSwb"
4907,71617.0,7638012.794353357,668246.3545951161,"054BHib,054BHob,056SMib,056SMob"
4908,71630.0,7667462.972625939,698141.1891822959,"072Knb,072Ksb"
4909,71644.0,7691609.057118103,681662.6657252284,"020BSeb,020BSwb"
4910,71645.0,7691797.797995588,681659.5200189551,"020BSeb,020BSwb"
4911,71655.0,7676692.521885038,673760.3241205666,"009Peb,009Pwb"
4912,71661.0,7638616.966433926,587552.2459043962,"CAlp,SCCAlp"
4913,71678.0,7649314.215928427,688549.1168981477,017HBsb
4914,71679.0,7632137.466074927,703614.1024281223,"044CMnb,044CMsb"
4915,71682.0,7651262.599925188,692759.001317903,"008JNnb,008JNsb"
4916,71686.0,7678774.857549708,684583.4691668501,"025GTeb,025GTwb"
4917,71687.0,7679114.696229382,684580.9098617326,"025GTeb,025GTwb"
4918,71688.0,7601979.620759234,683437.7195753576,"059Web,059Wwb"
4919,71690.0,7620736.493572978,631095.716291355,"096TCib,096TCob"
4920,71701.0,7627383.708567412,708673.8777476648,"075CLnw,075CLse"
4921,71704.0,7592426.684853359,690240.5804810727,"048Ceb,048Cwb"
4922,71707.0,7676934.8195696315,684629.6419591937,"025GTeb,025GTwb"
4923,71711.0,7645274.1158482265,702644.9144897412,"004Fib,004Fob"
4924,71713.0,7660852.000003992,612101.2155023493,CCOClp
4925,71734.0,7670112.940225869,663748.4274967759,"019WGnb,019WGsb"
4926,71751.0,7593114.395028785,683196.0751920537,"088Heb,088Hwb,288HWeb,288HWwb"
4927,71760.0,7690244.734289463,675965.7818314779,"074Nnb,074Nsb"
4928,71765.0,7677609.980819956,687432.3680646709,"077BRwb,077BTwb"
4929,71771.0,7659355.826911648,664738.1477761985,"075CLnw,075CLse"
4930,71782.0,7652093.436786869,656542.6782852615,"070Tnb,070Tsb"
4931,71796.0,7547444.855689703,686050.892401717,057FGeb
4932,71797.0,7547457.92581584,686362.6538252212,057FGwb
4933,71805.0,7695520.207140404,685433.4615668239,"087AWeb,087AWwb"
4934,71806.0,7678887.663075319,646061.1493222102,"156Meb,156Mwb"
4935,71807.0,7678893.786687568,646297.2675944424,"156Meb,156Mwb"
4936,71811.0,7647487.812575618,688353.7823074694,"017HBnb,PSCLP"
4937,71817.0,7657264.099428191,681554.1978083098,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb"
4938,71843.0,7671287.510775012,667961.4556228103,"010Hwb,014Hwb,073FPnb,086Rnb"
4939,71845.0,7607609.215218424,628987.5579750381,"097TSeb,097TSwb"
4940,71868.0,7708103.2003063895,674650.1572002309,009Pwb
4941,71877.0,7644868.239236469,694428.1236561631,"004Fib,004Fob"
4942,71881.0,7648073.110846213,682596.8914936953,"006Mib,PSCLP"
4943,71914.0,7650167.56383512,682542.7828854878,070Tnb
4944,71925.0,7592216.252132495,681381.1819622692,"088Heb,088Hwb"
4945,71943.0,7665063.530127051,546992.9939858968,"SCCAlp,SCCCnb,SCCCsb,SCEXlp,SCMClp"
4946,71957.0,7640833.8773419345,686132.6964351565,"024FRwb,026TNib"
4947,71966.0,7648327.831455656,690219.4935388886,"006Mib,006Mob"
4948,71985.0,7627663.627227249,706752.7760054562,"044CMnb,044CMsb"
4949,71988.0,7668776.587653166,662534.2749684555,"072Knb,072Ksb"
4950,71989.0,7617199.3850899385,712516.1406716484,"016FSib,016FSob"
4951,71994.0,7598867.085934164,666215.2213303525,"088Heb,088Hwb"
4952,72045.0,7663216.926433843,674478.148956214,"009Peb,009Pwb"
4953,72047.0,7640833.877341935,688214.543573412,"024FRwb,026TNib"
4954,72060.0,7609344.191488372,686358.3951167128,"048Ceb,048Cwb,062Mnb,062Msb"
4955,72062.0,7591689.851479692,676775.0602500389,"088Heb,088Hwb"
4956,72075.0,7617735.957171907,612640.9647818308,"SM5nb,SM5sb"
4957,72079.0,7626475.652951298,609825.319650551,"SM4eb,SM4wb"
4958,72080.0,7654762.954225903,655012.7747254616,"029LWeb,029LWwb"
4959,72085.0,7634549.340598672,647405.1636102421,"037LGeb,037LGwb,038BFnb,038BFsb"
4960,72091.0,7638752.827719883,687693.356353393,"015BMeb,015BMwb,015BYeb,015BYwb"
4961,72120.0,7653473.283046558,662110.4800208599,"034LRnb,034LRsb,291Onb,291Osb"
4962,72132.0,7635158.41841683,704960.1871202777,"075CLnw,075CLse"
4963,72145.0,7694456.191612373,676282.3845646819,"002FXDeb,002FXDwb"
4964,72155.0,7715595.552391099,682431.4379628063,"081Knb,081Ksb"
4965,72156.0,7656338.294376582,693432.4174647559,"070Tnb,070Tsb"
4966,72163.0,7662918.521437035,689642.1848842846,"071PCnb,071PCsb"
4967,72178.0,7657524.130148252,669978.0756560636,"010Heb,010Hwb"
4968,72184.0,7649847.462094916,625672.2894444924,"153Snb,153Ssb"
4969,72185.0,7671246.517593027,681881.7238633657,"015BCeb,015BMeb,015BYeb"
4970,72219.0,7658994.578889152,689749.0562980185,"075CLnw,075CLse"
4971,72239.0,7660922.2807445545,616687.7799754693,"033MKnb,033MKsb,CCOClp"
4972,72243.0,7739320.322940638,641020.7112413369,"SAMCeb,SAMCwb"
4973,72248.0,7625093.202286399,649982.933965785,"078BLeb,078BLwb,078TLeb,078TLwb"
4974,72249.0,7624815.0496300915,649995.6999913161,"078BLeb,078BLwb,078TLeb,078TLwb"
4975,72265.0,7617729.412258814,663854.9640098445,"056SMib,056SMob,078BLeb,078BLwb"
4976,72267.0,7668365.591731175,687523.4633468399,"077BReb,077BRwb,077BTeb,077BTwb,287Ewb,292Rwb"
4977,72273.0,7658999.617999229,694783.689567291,"075CLnw,075CLse"
4978,72278.0,7662814.675929342,681519.2905384916,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb"
4979,72279.0,7658507.900915797,685159.8942197049,"019WGnb,019WGsb"
4980,72306.0,7621250.202900397,631518.8116375385,"076HMnb,076HMsb,076HOnb,076HOsb,096TCib,096TCob,RCTRlp"
4981,72310.0,7693552.164204318,691944.5936890972,"021PGeb,021PGwb"
4982,72312.0,7591920.68384136,666699.0333979684,"088Heb,088Hwb"
4983,72313.0,7592173.361346713,666770.7513414057,"088Heb,088Hwb"
4984,72326.0,7730124.560249116,595976.1919522781,"030Eeb,030Ewb,CCESeb,CCESwb,SAMEnb,SAMEsb"
4985,72340.0,7638871.122484596,669389.2091887842,"051VBib,051VBob,055Hib,055Hob"
4986,72341.0,7657953.328306647,676246.5919930866,"075CLnw,075CLse"
4987,72344.0,7669228.089056168,676500.5458010099,"072Knb,072Ksb"
4988,72355.0,7641839.459184949,675790.7120875828,"008JNnb,008JNsb,043TMib,043TMob,056SMib,056SMob,C190Asb,C190Pnb"
4989,72358.0,7541684.949169894,686295.9467918052,"057FGeb,057FGwb,RCClp,RCGEMlp"
4990,72361.0,7650918.248736491,681738.949077808,"015BCeb,015BMeb,015BYeb"
4991,72378.0,7715553.322806636,680586.2354723855,"020BSeb,020BSwb,025GTeb,025GTwb,081Knb,081Ksb"
4992,72381.0,7642435.517671026,681456.5157129499,"006Mob,038BFsb,045GHob,055Hob,058Cib,096TCib,096TCob,096TMib,096TMob"
4993,72382.0,7642531.234962463,681693.2900864998,"006Mib,038BFnb,045GHib,055Hib,058Cob,096TCib,096TMib"
4994,72386.0,7666878.33375666,550119.1002380954,SCCAlp
4995,72387.0,7648405.349710691,692990.7291813801,"006Mib,006Mob"
4996,72413.0,7676180.779861551,684650.5576010054,"025GTeb,025GTwb"
4997,72436.0,7619497.049994093,650397.2321943907,"012PTnb,094TSsb"
4998,72452.0,7643169.879539752,684234.3205685552,"PSCLP,PSCNSnb"
