,NO,XCOORD,YCOORD,LINES
1393,54417.0,7667722.832845656,633004.0130079418,079COsb
1394,54418.0,7667703.105006201,633169.1041381138,079COsb
1395,54421.0,7653019.388838769,652671.9842438776,"033MKnb,033MKsb,291Osb"
1396,54422.0,7667366.891433777,684936.8680736478,"019WGnb,019WGsb,287Eeb,292Reb"
1397,54429.0,7645910.218720429,683696.9151937405,016FSib
1398,54433.0,7636182.372364741,667390.2347803953,"001Viam,001Vopm,044CCnb,044CMnb,044CMsb,045GHib,045GHob"
1399,54439.0,7643604.732109454,680973.9420478002,"004Fib,006Mob,038BFsb,045GHob,055Hob,058Cib,096TCob,096TMob"
1400,54440.0,7622010.966921926,653061.57142306,"012Bsb,012PTnb,012PTsb"
1401,54441.0,7654668.567637128,688446.7706934443,"070Tnb,070Tsb,077BReb,077BRwb,077BTeb,077BTwb"
1402,54443.0,7703848.115896223,684543.0368859879,"025GTeb,025GTwb"
1403,54444.0,7704351.517003028,684526.3008525245,"025GTeb,025GTwb"
1404,54445.0,7615481.220162433,661626.5583530248,"076HMnb,076HMsb,076HOnb,076HOsb,076HTnb,076HTsb"
1405,54447.0,7542693.290486572,686236.6325731802,"057FGeb,RCGEMlp"
1406,54448.0,7542702.300204596,686446.1092921244,"057FGwb,RCClp,RCGEMlp"
1407,54450.0,7689876.745453486,684361.255522426,"025GTeb,025GTwb"
1408,54452.0,7721853.3541067,667697.5163949501,"084PVam,084PVpm"
1409,54453.0,7660948.128696253,617819.6483392124,"033MKnb,033MKsb,CCOClp"
1410,54455.0,7657866.1543323025,673104.9680098431,"075CLnw,075CLse"
1411,54457.0,7648490.8800817495,695687.7239753574,"006Mib,006Mob"
1412,54458.0,7648508.654417301,696030.058860039,"006Mib,006Mob"
1413,54459.0,7645387.769975533,693457.8349155838,"004Fib,004Fob"
1414,54460.0,7695683.931867853,680238.6829772664,"087AWeb,087AWwb"
1415,54463.0,7662942.125884248,690807.1816142842,"012PTnb,012PTsb,071PCnb,071PCsb"
1416,54468.0,7613762.027524049,668200.9364017929,"053AAam,053AApm"
1417,54469.0,7595536.9292738475,689424.2373483775,"052FPnb,052FPsb,052FWnb,052FWsb"
1418,54470.0,7595551.194702379,689741.8310835736,"048Ceb,048Cwb,052FPnb,052FPsb,052FWnb,052FWsb"
1419,54471.0,7642228.673857339,704088.3213765494,"004Fib,004Fob,075CLnw,075CLse"
1420,54473.0,7534110.065820126,685858.7573174291,"057FGeb,RCGEMlp,RCWeb,RCWwb"
1421,54477.0,7623118.180336354,717966.9800338623,"011Reb,011Rwb"
1422,54478.0,7639504.287698395,636944.0575859055,153Ssb
1423,54479.0,7612969.8877397645,672919.081838076,"058Cib,058Cob,288WReb,288WRwb"
1424,54480.0,7613315.42493084,672993.7034873177,"058Cib,058Cob,288WReb,288WRwb"
1425,54490.0,7628818.957637906,683463.0669260358,"020BSeb,020BSwb"
1426,54492.0,7578548.882697755,690035.3732706498,"048Ceb,048Cwb,288HWeb,288HWwb"
1427,54494.0,7666544.000087996,639287.9181757693,"031Wnb,031Wsb"
1428,54495.0,7658008.745017481,681566.6294331591,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb,075CLnw,075CLse"
1429,54499.0,7667950.774801543,610753.3657066385,"033MKnb,033MKsb"
1430,54500.0,7668392.275284544,644667.0383339841,"029LWeb,029LWwb,031Wnb,031Wsb"
1431,54505.0,7686712.151024293,675860.4992209023,"086Rnb,086Rsb"
1432,54509.0,7565035.39957079,686906.8401135902,"046NHwb,RCWeb"
1433,54510.0,7564571.741943475,686928.7524574145,"046NHwb,RCWeb"
1434,54511.0,7693892.489484974,636647.1805942723,"030Eeb,030Ewb"
1435,54515.0,7653781.962863917,662623.1166461601,"034LRnb,034LRsb,040TSnb,040TSsb,291Onb,291Osb"
1436,54518.0,7672981.838863669,679137.2866744912,"015BMeb,015BMwb,015BYeb,015BYwb"
1437,54526.0,7599998.156796308,628915.3761306439,"094TSnb,094TSsb,097TSeb,097TSwb"
1438,54527.0,7665640.431280856,613784.327568569,"033MKnb,033MKsb"
1439,54528.0,7665112.330224655,614753.8295075599,"032OFsb,033MKnb,033MKsb,CCCCsb"
1440,54529.0,7651844.680189351,657414.7395293821,"070Tnb,070Tsb"
1441,54532.0,7669575.04045007,646788.4563768245,"029LWeb,031Wnb"
1442,54533.0,7669487.41387482,647006.3171125363,"029LWeb,031Wnb"
1443,54535.0,7669505.491325738,646630.7825118814,"029LWeb,031Wnb"
1444,54536.0,7645527.322183795,646613.1356887604,"035Mnb,035Msb,035MTnb,035MTsb,037LGwb,078BLwb,078TLwb,153Snb,153Ssb"
1445,54537.0,7645612.938662124,647081.3351989238,"035Mnb,035Msb,035MTnb,035MTsb,037LGeb,078BLeb,078TLeb,153Snb"
1446,54543.0,7673434.507769004,667028.5263569601,"010Heb,010Hwb,073FPnb,073FPsb,086Rnb,086Rsb"
1447,54546.0,7717045.83309166,670557.0190139536,"084PVam,084PVpm"
1448,54548.0,7647159.973419937,695731.3588626293,044CMnb
1449,54553.0,7635342.808985613,648606.1141121342,"037LGwb,038BFnb,078BLeb,078BLwb,078TLeb,078TLwb"
1450,54555.0,7674705.6446112795,684687.0184739578,"015BMeb,015BMwb,015BYeb,015BYwb,025GTeb,025GTwb"
1451,54556.0,7642656.3779127505,686908.4021167253,PSCNSsb
1452,54560.0,7664567.369434735,615779.5105589287,"032OFnb,032OFsb,CCCCsb,CCOClp"
1453,54565.0,7640838.381906295,688471.1796680002,"024FReb,024FRwb,026TNib"
1454,54566.0,7641090.482180958,688477.4769548707,"024FReb,026TNob"
1455,54569.0,7611110.86322172,686105.3541106229,"048Ceb,048Cwb,062Mnb,062Msb"
1456,54577.0,7680612.446324886,695740.4716808539,"021PGeb,021PGwb"
1457,54580.0,7661349.244798481,671247.831495574,"071PCnb,071PCsb"
1458,54582.0,7667564.965029921,646896.6442931878,"029LWeb,029LWwb,031Wnb,031Wsb"
1459,54586.0,7628322.543445077,669540.7462814054,001Viam
1460,54587.0,7605313.6450272845,660586.0112719367,"062Mnb,062Msb"
1461,54588.0,7605308.21461642,660814.4989289121,"062Mnb,062Msb"
1462,54592.0,7585898.074496144,691328.455056813,"048Ceb,048Cwb"
1463,54594.0,7643227.336354665,714476.5825530752,"011Reb,011Rwb,293Ysb"
1464,54595.0,7641466.163932321,715752.4655048478,"011Reb,011Rwb,293Ynb"
1465,54596.0,7684203.338106668,647476.0747520553,"155Seb,155Swb,SAMCeb,SAMCwb"
1466,54597.0,7683522.990645971,647514.4667288469,"155Seb,155Swb,SAMCeb,SAMCwb"
1467,54599.0,7680697.589995173,618918.5869370804,"CCESeb,CCESwb"
1468,54603.0,7661498.252096497,650800.0577000299,"152Meb,152Mwb"
1469,54605.0,7603212.008724009,688398.3887966839,"048Ceb,048Cwb"
1470,54606.0,7603426.707653406,688531.7826634723,"048Ceb,048Cwb"
1471,54608.0,7644334.01886803,683483.7683674409,"001Vopm,002FXDeb,004Fib,008JNsb,009Peb,012PTsb,017HBsb,017Hsb,019WGsb,035Msb,035MTsb,040TSsb,044CMsb,054BHob,287Ewb,288WRwb,291Osb,292Rwb,293Ysb,C105Asb,C105Xsb"
1472,54609.0,7644430.507561003,683727.1547542219,"001Vopm,002FXDeb,004Fib,008JNsb,009Peb,012PTsb,016FSob,017HBsb,017Hsb,019WGsb,035Msb,035MTsb,040TSsb,044CMsb,054BHob,287Ewb,288WRwb,291Osb,292Rwb,293Ysb,C105Asb,C105Xsb"
1473,54610.0,7560680.503560996,685298.8173975428,057FGeb
1474,54614.0,7639759.173742998,668351.3205750602,"039AHnb,043TMib,043TMob,044CCnb,044CMnb,044CMsb,045GHib,045GHob,051VBib,051VBob,054BHib,054BHob,055Hib,055Hob,056SMib,056SMob"
1475,54615.0,7639788.565750254,668364.9187221497,"039AHnb,043TMib,043TMob,044CCnb,044CMnb,044CMsb,045GHib,045GHob,051VBib,051VBob,054BHib,054BHob,055Hib,055Hob,056SMib,056SMob"
1476,54620.0,7655731.163362317,661946.1801922686,"034LRnb,034LRsb,075CLnw,075CLse"
1477,54623.0,7608637.396274782,684544.9867898999,"062Mnb,062Msb"
1478,54625.0,7643651.0455020815,678818.6437372053,"002FXDeb,002FXDwb,009Peb,009Pwb,017HBnb,017HBsb,017Hnb,017Hsb,019WGnb,019WGsb,035Mnb,035MTnb,040TSnb,291Onb,291Osb"
1479,54626.0,7643824.026848045,679491.9660838557,"035Mnb,035Msb,035MTnb,035MTsb,040TSnb,040TSsb,054BHib,054BHob,PSCLP,PSCNSnb,PSCNSsb"
1480,54627.0,7623601.541865433,703928.4177002336,"016FSib,016FSob"
1481,54633.0,7666422.868245726,671759.9752198526,"017HBnb,017HBsb,017Hnb,017Hsb"
1482,54639.0,7647953.948507887,707858.3222165589,006Mob
1483,54642.0,7700812.183424362,686683.9461677962,"077BReb,077BRwb,077BTeb,077BTwb"
1484,54644.0,7533100.7828015555,692694.5544890289,RCGWlp
1485,54645.0,7670716.854733701,668224.6993493141,"010Heb,010Hwb,014Heb,014Hwb"
1486,54647.0,7675833.867067726,666265.9651318492,"010Heb,010Hwb,073FPnb,073FPsb,086Rnb,086Rsb"
1487,54648.0,7676486.938473866,666321.9537438175,"010Heb,010Hwb,073FPnb,073FPsb,086Rnb,086Rsb"
1488,54651.0,7689817.61773523,682822.310244546,"287Eeb,287Ewb,287Geb"
1489,54653.0,7542010.78402156,686286.2725724623,"057FGeb,057FGwb,RCClp,RCGEMlp"
1490,54656.0,7668430.350860692,649803.2510064141,"029LWeb,029LWwb,030Eeb,030Ewb,031Wnb,031Wsb,079COnb,079COsb,CCCCnb,CCCCsb"
1491,54658.0,7690275.604651198,676649.3432985899,"074Nnb,074Nsb"
1492,54660.0,7617252.398504792,635610.3962206957,RCTBlp
1493,54661.0,7608217.018734031,686191.2153823447,"RCBeb,RCBwb"
1494,54663.0,7646938.624977243,687891.5419829943,"004Fib,004Fob,040RSsb,040TSsb,044CMnb,044CMsb,C105Asb,C105Pnb,C105Xnb,C105Xsb"
1495,54666.0,7676148.630397252,699479.1074581455,"087AWeb,087AWwb,292Reb,292Rwb,MAClp"
1496,54668.0,7653495.987191966,672116.2457324103,"010Heb,010Hwb,017HBnb,017HBsb,017Hnb,017Hsb"
1497,54669.0,7621825.472850938,652976.6738532517,"012Bsb,012PTnb,012PTsb"
1498,54670.0,7621911.829623655,653013.5194269518,"012Bsb,012PTnb,012PTsb"
1499,54675.0,7659039.217778428,621255.1453101973,"033MKnb,033MKsb,CCOClp"
1500,54676.0,7658907.383714761,621339.8957796996,"033MKnb,033MKsb"
1501,54679.0,7693080.469760933,681629.8813596687,"020BSeb,020BSwb"
1502,54682.0,7642533.462688221,672100.4018049957,"001Viam,001Vopm,012Bsb,012PTnb,012PTsb,038BFnb,038BFsb,044CCnb,044CMnb,044CMsb,045GHib,045GHob,054BHib,054BHob,055Hib,055Hob"
1503,54683.0,7642785.355570705,682999.4536988202,"PSCLP,PSCNSnb"
1504,54685.0,7643366.246232483,701418.9900378897,"044CMnb,044CMsb,293Ynb,293Ysb"
1505,54688.0,7587215.736831466,691945.8814916746,"048Ceb,048Cwb"
1506,54689.0,7663356.061612117,678335.3337705665,"071PCnb,071PCsb"
1507,54690.0,7638353.777864516,684708.4844952335,"018HSlp,020BSeb,020BSwb"
1508,54691.0,7638508.253739871,684975.2661075355,018HSlp
1509,54695.0,7658142.222384435,685274.7882494936,"019WGsb,075CLnw"
1510,54696.0,7658103.476106943,685440.5509810173,"075CLnw,075CLse"
1511,54697.0,7647323.594647179,547880.7957614938,SCCAlp
1512,54698.0,7687226.741653474,641830.9123617453,"030Eeb,030Ewb"
1513,54699.0,7669162.323324642,674299.0934980931,"009Peb,009Pwb,072Knb,072Ksb"
1514,54700.0,7669769.500338993,674281.1401621897,"009Peb,009Pwb"
1515,54703.0,7640120.280240554,638381.6767632711,"153Snb,153Ssb"
1516,54707.0,7642563.185126366,674004.6480092099,"008JNsb,043TMib,043TMob,056SMib,056SMob,C190Asb"
1517,54711.0,7648032.037964069,681297.549795007,"006Mib,PSCLP"
1518,54712.0,7605684.500768991,678393.4629868361,"062Mnb,062Msb"
1519,54713.0,7605873.788247572,678798.5198969533,"062Mnb,062Msb"
1520,54715.0,7639884.648553195,682664.1337255371,"058Cib,058Cob,288WReb,288WRwb"
1521,54717.0,7666236.395172782,666525.739151393,"019WGnb,019WGsb"
1522,54719.0,7652406.185612367,654648.2699964413,"029LWwb,033MKnb,033MKsb,034LRnb,034LRsb,291Onb,291Osb"
1523,54721.0,7710678.202056399,689807.5970151152,"021PGeb,021PGwb"
1524,54722.0,7571663.932227857,691353.1389061928,"046NHeb,046NHwb"
1525,54725.0,7640227.7806555545,697580.3174605375,"035Mnb,035Msb,035MTnb,035MTsb,072Knb,072Ksb"
1526,54727.0,7599856.613913221,684587.4187747544,"059Web,059Wwb"
1527,54729.0,7645544.493988981,682564.9136297608,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb,C164Asb"
1528,54730.0,7712817.787935569,681119.3927386922,"020BSeb,020BSwb"
1529,54731.0,7611821.384942759,656452.931705769,"045GHib,045GHob,062Mnb,062Msb"
1530,54732.0,7642115.685931364,689205.7372113868,"016FSib,016FSob"
1531,54733.0,7649387.056496193,652297.1467756781,"035Mnb,035Msb,035MTsb"
1532,54736.0,7645846.569793132,687586.9640738406,"035Mnb,035Msb,035MTnb,035MTsb,040RSnb,040RSsb,040TSnb,040TSsb,293Ynb,293Ysb"
1533,54744.0,7690341.795183584,678536.9112737462,"074Nnb,074Nsb"
1534,54745.0,7669294.7774895495,678928.3936567059,"072Knb,072Ksb"
1535,54755.0,7658971.516343024,688680.3496606132,"012PTnb,012PTsb,075CLnw,075CLse"
1536,54756.0,7659238.990677975,688837.3289745743,"012PTnb,012PTsb"
1537,54757.0,7562522.917845828,685620.2207403562,"057FGeb,057FGwb"
1538,54758.0,7676396.114592223,646371.4958429039,"156Meb,156Mwb"
1539,54766.0,7666924.822849636,632414.0815280621,"032OFnb,032OFsb"
1540,54767.0,7667008.911517814,632732.1976643187,"032OFnb,032OFsb"
1541,54769.0,7583363.331426657,687753.1226061635,"047HWeb,047HWwb"
1542,54771.0,7591626.70015339,675667.7939355047,"057FGeb,057FGwb,088Heb,088Hwb"
1543,54772.0,7591648.245196481,676156.1485122181,"088Heb,088Hwb"
1544,54773.0,7664010.532121056,700514.1203281551,MAClp
1545,54775.0,7644642.337284665,681385.5387709902,"006Mib,010Hwb,014Hwb"
1546,54777.0,7659775.862051715,635074.5805490756,"033MKnb,033MKsb"
1547,54780.0,7611522.523045038,672634.4452688061,"057FGeb,057FGwb,076HMnb,076HMsb,076HOnb,076HOsb,076HTnb,076HTsb,288WReb,288WRwb"
1548,54781.0,7666897.811295617,632129.1744582517,"032OFnb,032OFsb"
1549,54787.0,7664306.696413388,630996.832693574,"031Wnb,031Wsb,032OFnb,032OFsb,034LRnb,034LRsb"
1550,54790.0,7665732.907365805,666535.1852702739,"019WGnb,019WGsb"
1551,54791.0,7602606.172112338,686637.5063749142,"067Bnb,067Bsb"
1552,54793.0,7583747.860295714,696176.6204531417,"RCNHam,RCNHpm"
1553,54794.0,7623684.056968106,681026.358952629,"020BSeb,020BSwb"
1554,54798.0,7683271.092242176,672443.573787057,"086Rnb,086Rsb"
1555,54799.0,7664058.473716937,671844.4964889118,"014Heb,014Hwb,017HBnb,017HBsb,017Hnb,017Hsb"
1556,54800.0,7636906.176112347,706745.5542910206,"004Fib,004Fob,035Mnb,035Msb,035MTnb,035MTsb"
1557,54801.0,7638755.934993235,686917.8697032555,"015BMeb,015BMwb,015BYeb,015BYwb,PSCNSnb,PSCNSsb"
1558,54802.0,7672790.089280171,674143.1548862202,"009Peb,009Pwb"
1559,54805.0,7716252.806605605,688365.017329945,"077BReb,077BRwb,077BTeb,077BTwb"
1560,54809.0,7667504.441108874,610953.8925076993,"033MKnb,033MKsb"
1561,54810.0,7660375.979351954,633379.2362583844,"034LRnb,034LRsb"
1562,54811.0,7660545.069690131,633542.3459846163,"033MKnb,033MKsb,034LRnb,034LRsb"
1563,54813.0,7632372.003544002,659600.0801000703,"044CCnb,044CMnb,044CMsb"
1564,54814.0,7642911.912423822,685612.8084255271,"077BRwb,077BTwb,PSCLP,PSCNSsb"
1565,54815.0,7642913.635327262,685872.9075457294,"PSCLP,PSCNSsb"
1566,54816.0,7656303.064406123,616231.5335629805,CCOClp
1567,54821.0,7617783.414566824,656293.7881874912,"043TMob,076HMnb,076HMsb,076HOnb,076HOsb,076HTnb,076HTsb,078BLeb,078BLwb"
1568,54822.0,7662983.424366839,685064.9169297459,"019WGnb,019WGsb"
1569,54823.0,7663404.120908234,685053.7856074796,"019WGnb,019WGsb,071PCnb,071PCsb,287Eeb,287Ewb,292Reb,292Rwb"
1570,54825.0,7662813.305626606,621759.1110181378,CCCCsb
1571,54826.0,7654454.486908965,685283.9376677898,"019WGnb,019WGsb"
1572,54828.0,7729282.646165285,649233.8578676209,"SAMCeb,SAMCwb"
1573,54835.0,7669581.692563375,691470.6538412241,"072Knb,072Ksb"
1574,54838.0,7636408.9529179,588730.2183603457,"CA99Xow,CA99Xwc,CA99Xwo,CAlp,SM3Xeb,SM3Xwb"
1575,54839.0,7674012.843125676,696669.0993381197,"021PGeb,021PGwb,292Reb,292Rwb,C065nb,C065sb"
1576,54842.0,7607634.378768745,681776.8398535865,"062Mnb,062Msb"
1577,54843.0,7607828.059656109,682237.6752752492,"062Mnb,062Msb"
1578,54847.0,7625454.516209027,652169.9577398202,"078BLeb,078BLwb,078TLeb,078TLwb"
1579,54858.0,7674932.511865017,701041.5985831076,"292Reb,292Rwb"
1580,54861.0,7625562.52542504,653402.3272045661,"078BLeb,078BLwb,078TLeb,078TLwb"
1581,54864.0,7635716.848996878,687959.9386676061,018HSlp
1582,54870.0,7643812.630125252,642423.6363471759,"153Snb,153Ssb"
1583,54871.0,7644325.29315058,642598.8093975354,"153Snb,153Ssb"
1584,54872.0,7689085.355870704,636382.0143639428,"030Eeb,030Ewb"
1585,54879.0,7643240.491480977,680840.2696804531,"001Vopm,002FXDeb,008JNsb,009Peb,012Bsb,012PTsb,017HBsb,017Hsb,019WGsb,035Msb,035MTsb,040TSsb,044CMsb,054BHob,291Osb,293Ysb,C105Anb,C105Asb,C105Xsb,C164Anb,C164Asb"
1586,54880.0,7643343.765387521,681080.8223615533,"001Vopm,002FXDeb,004Fib,006Mob,008JNsb,009Peb,012Bsb,012PTsb,017HBsb,017Hsb,019WGsb,035Msb,035MTsb,038BFsb,040TSsb,044CMsb,045GHob,054BHob,055Hob,058Cib,096TCob,096TMob,291Osb,293Ysb,C105Anb,C105Asb,C105Xsb,C164Anb,C164Asb"
1587,54881.0,7654663.61382722,650174.561949027,"032OFnb,032OFsb"
1588,54884.0,7616714.11002821,669864.0097279305,"053AAam,053AApm"
1589,54885.0,7674848.7156974245,688850.2764004694,"022PReb,022PRwb,087AWeb,087AWwb,292Rwb"
1590,54886.0,7663415.700531392,685318.4625368321,"071PCnb,071PCsb,287Eeb,287Ewb,292Reb,292Rwb"
1591,54892.0,7662373.522647038,622085.324370568,CCCCsb
1592,54897.0,7698461.856323701,684136.9391737843,"025GTeb,025GTwb"
1593,54900.0,7613547.043294077,679565.1949302915,"020BSeb,020BSwb,059Web,059Wwb"
1594,54904.0,7701530.399160792,684317.0581340358,"025GTeb,025GTwb"
1595,54907.0,7661381.3222626345,674040.4923808981,"071PCnb,071PCsb"
1596,54909.0,7585006.231912456,693297.91229573,"047HWeb,047HWwb,047OWeb,047OWwb"
1597,54913.0,7637427.706729942,662824.8859485837,"012Bsb,012PTnb,012PTsb,043TMib,043TMob"
1598,54914.0,7637682.600247336,663020.8245027704,"012Bsb,012PTnb,012PTsb,043TMob"
1599,54915.0,7661341.912883815,669562.0168239482,"010Heb,010Hwb,071PCnb,071PCsb"
1600,54916.0,7627619.611839213,655843.7574874209,"012Bsb,012PTnb,012PTsb"
1601,54923.0,7637774.496348988,589373.5490470163,"CA99Xco,CA99Xoc,CA99Xow,CA99Xwo,SCCAlp"
1602,54926.0,7579206.864113721,690026.6116531347,"048Ceb,048Cwb,288HWeb,288HWwb"
1603,54929.0,7627928.355856703,655945.7118913295,"012Bsb,012PTnb,012PTsb"
1604,54930.0,7629590.735781465,656522.3396445957,"012Bsb,012PTnb,012PTsb"
1605,54933.0,7681371.593143177,698849.4178987494,"087AWeb,087AWwb"
1606,54935.0,7646005.7129114205,618759.5045189281,"153Snb,153Ssb"
1607,54937.0,7636815.809631613,651358.2890164932,"038BFnb,038BFsb"
1608,54938.0,7534422.490744977,692049.3599986343,"RCWeb,RCWwb"
1609,54939.0,7534303.858407706,692201.3577026376,"RCWeb,RCWwb"
1610,54940.0,7716558.525717044,667787.7965755059,"084PVam,084PVpm"
1611,54942.0,7637072.872846836,678017.361790923,"051VBib,051VBob,051VCib,051VCob"
1612,54943.0,7637194.503960335,678105.1593954754,"051VBib,051VBob,051VCib,051VCob"
1613,54944.0,7621315.633031256,631080.9327617699,"076HMnb,076HMsb,076HOnb,076HOsb,096TCib,096TCob,RCTRlp"
1614,54950.0,7660101.436802866,640179.4525588272,"032OFnb,032OFsb"
1615,54952.0,7636051.229630015,661765.6362243711,"012Bsb,012PTnb,012PTsb,043TMib,043TMob"
1616,54955.0,7644205.446210887,681006.5615130408,"038BFnb,045GHib,055Hib,058Cib,096TCib,096TMib"
1617,54956.0,7643952.336904666,681113.7396273925,"006Mib,038BFnb,045GHib,055Hib,058Cib,058Cob,096TCib,096TMib"
1618,54958.0,7610986.018172031,677335.8897716844,"020BSeb,020BSwb"
1619,54961.0,7619523.517247029,660227.5256549638,"045GHib,045GHob"
1620,54964.0,7595348.695697385,682950.3440006,"052FPnb,052FPsb,052FWnb,052FWsb,088Heb,088Hwb,288HWeb,288HWwb,288WReb,288WRwb"
1621,54965.0,7594865.243630477,683187.1115741367,"088Heb,088Hwb,288HWeb,288HWwb"
1622,54967.0,7572701.827603646,679567.1989342963,"057FGeb,057FGwb"
1623,54968.0,7571266.709533412,680461.8113235361,"057FGeb,057FGwb"
1624,54970.0,7590411.6808,691296.8294,"048Ceb,048Cwb"
1625,54974.0,7600833.632567256,625287.8622756407,"094TSnb,094TSsb"
1626,54976.0,7670162.470624933,702909.8394196002,"292Reb,292Rwb,MAClp"
1627,54985.0,7664427.102454197,671616.2386323797,"014Heb,014Hwb"
1628,54986.0,7600958.001915995,628639.257278422,"094TSnb,094TSsb,097TSwb"
1629,54989.0,7631254.011967045,683465.1849664891,"020BSeb,020BSwb"
1630,54992.0,7644867.253734504,681016.9306337773,"006Mib,006Mob,010Heb,010Hwb,014Heb,014Hwb"
1631,54994.0,7690149.447698886,674012.2633244335,"074Nnb,074Nsb"
1632,54997.0,7610290.91938183,675815.2406304023,"020BSeb,020BSwb"
1633,54999.0,7599021.095442181,665111.6092231291,"088Heb,088Hwb"
1634,55000.0,7618050.102800197,679289.8457796015,"059Web,059Wwb,288WReb"
1635,55003.0,7610566.359932713,670851.251402416,"076HMsb,076HOsb,076HTsb"
1636,55007.0,7564552.900505791,686465.3427306046,"046NHeb,RCWwb"
1637,55010.0,7639821.270570095,665349.9005139705,"001Viam,001Vopm,039AHnb,043TMib,043TMob,051VBib,051VBob"
1638,55011.0,7639211.346941195,666009.372466365,"001Viam,001Vopm,039AHnb,043TMib,043TMob"
1639,55013.0,7646961.988223969,688370.4874408838,"004Fob,017HBnb,044CMnb,C105Pnb,C105Xnb,C164Pnb,PSCLP"
1640,55014.0,7651533.058966111,696265.5843310878,"008JNnb,008JNsb"
1641,55015.0,7642883.414866826,683238.8771776694,"287Ewb,288WRwb,292Rwb,PSCLP,PSCNSnb"
1642,55016.0,7564094.243988483,686488.8635776334,"046NHeb,057FGeb,288HWeb,288HWwb,RCWwb"
1643,55028.0,7668899.793199581,702160.9225217719,MAClp
1644,55031.0,7641170.680141355,696534.138168196,"040RSnb,040TSnb,072Knb"
1645,55032.0,7660645.983091957,674564.8405296048,"009Peb,009Pwb"
1646,55034.0,7679564.8635297185,670390.7529814224,"017HBnb,017Hnb,073FPnb,073FPsb"
1647,55038.0,7535068.811737615,686290.9547818268,"057FGwb,RCGElp,RCGEMlp,RCWeb,RCWwb"
1648,55040.0,7656177.645755286,687152.1923042933,"012PTnb,012PTsb"
1649,55044.0,7674424.227848445,645846.8845936814,"156Meb,156Mwb"
1650,55048.0,7675265.450530895,681769.1635382425,020BSeb
1651,55049.0,7675286.747973489,682028.6199571623,020BSwb
1652,55052.0,7653196.601393197,703588.2345763796,"070Tnb,070Tsb"
1653,55053.0,7655074.469348933,655618.6329371774,"152Meb,152Mwb"
1654,55056.0,7630722.734145462,656346.5327929753,"044CCnb,044CMnb,044CMsb"
1655,55057.0,7580636.217272426,693864.5101289237,"RCNHam,RCNHpm"
1656,55058.0,7644891.916783826,685606.7031133146,"004Fib,008JNsb,035Msb,035MTsb,040TSsb,044CMsb,077BRwb,077BTwb,287Ewb,288WRwb,292Rwb,293Ynb,293Ysb,C105Asb,C105Xsb"
1657,55061.0,7651557.754515503,699901.9839038829,"008JNnb,008JNsb"
1658,55062.0,7605285.690271373,658873.6483472094,"062Mnb,062Msb"
1659,55063.0,7533148.870797737,718318.9379377895,"RCWeb,RCWwb"
1660,55067.0,7595342.14988429,682437.9008757141,"052FPnb,052FPsb,052FWnb,052FWsb,288HWeb"
1661,55071.0,7708401.224102442,681229.3570586281,"020BSeb,020BSwb"
1662,55073.0,7639589.028178048,696443.0104859257,"040RSnb,040RSsb,040TSnb,040TSsb,072Knb,072Ksb"
1663,55074.0,7639107.040814073,696510.7499214062,"040RSnb,040RSsb,040TSnb,040TSsb,072Knb,072Ksb"
1664,55075.0,7644637.402974796,684568.691737294,"002FXDeb,004Fib,008JNsb,009Peb,017HBsb,017Hsb,035Msb,035MTsb,040TSsb,044CMsb,054BHob,287Ewb,288WRwb,291Osb,292Rwb,293Ysb,C105Asb,C105Xsb"
1665,55077.0,7661298.362796716,667846.4049927241,"019WGnb,019WGsb,071PCnb,071PCsb"
1666,55082.0,7707047.5414950745,673552.6455052074,"009Peb,009Pwb"
1667,55083.0,7641616.901333796,685099.0290979844,"077BReb,077BTeb"
1668,55085.0,7710623.855047704,688043.9366877922,"021PGeb,021PGwb"
1669,55088.0,7642396.043592075,687433.8103675304,PSCNSnb
1670,55091.0,7658718.704637401,688535.7766714748,"012PTnb,012PTsb"
1671,55093.0,7653136.359472712,660603.9494078213,"034LRnb,034LRsb,291Onb,291Osb"
1672,55095.0,7648405.347710687,684411.1559222246,"006Mob,012PTsb,019WGsb,020BSwb,PSCLP"
1673,55097.0,7671622.307344606,668917.2601344251,"010Heb,010Hwb"
1674,55099.0,7716432.112864219,690645.3961906964,"077BRwb,077BTeb,081Knb,081Ksb"
1675,55100.0,7717584.578569149,690768.9771378669,"077BReb,077BRwb,077BTeb,081Knb,081Ksb"
1676,55101.0,7644946.748693492,683515.5561310279,016FSob
1677,55102.0,7644687.432874859,683618.3393365925,016FSob
1678,55104.0,7646697.158495058,645696.5014932717,"035Mnb,035Msb,035MTnb,035MTsb,153Snb,153Ssb"
1679,55107.0,7595605.2728105355,692371.232242383,"052FPnb,052FPsb,052FWnb,052FWsb"
1680,55109.0,7608549.96769993,672297.8500956096,"052FPnb,052FPsb,052FWnb,052FWsb"
1681,55115.0,7621621.74324348,641615.5832310683,"076HMnb,076HMsb,076HOnb,076HOsb,RCKeb,RCKwb"
1682,55119.0,7539873.575947141,686353.8238075447,"057FGeb,057FGwb,RCClp,RCGEMlp"
1683,55122.0,7613151.342402675,630347.2745944546,"097TSeb,097TSwb"
1684,55125.0,7641733.867367727,681178.4789568649,"PSCLP,PSCNSsb"
