MAZ,NO,CODE,NAME,USEIMAGEFILE,CATNO,CATNAME,XCOORD,YCOORD,IMAGEHEIGHT,USEIMAGEHEIGHT,IMAGEANGLE,ACTIVE_ACRES,ADT2000,ADT2017,ADTMODEL,AFFGEOID,ALAND,AWATER,BLKGRP,BLOCK,BUILT_FORM,CITY,CITYNM,COLLEGEENROLL,COUNTY,COUNTYFP,CTNUM,DAYCAREFAC,DISTRICT06,DIST_9TO12,DIST_KTO8,EBIKEACCTIME,ECT_DIST,ELEM,EMP2000,EMPMODEL,EMPPER,EMP_ACC,EMP_AER,EMP_AFS,EMP_CON,EMP_EDU,EMP_FSD,EMP_GOV,EMP_HCS,EMP_HTMFG,EMP_IFRPBS,EMP_MFG,EMP_NHTMFG,EMP_NRM,EMP_OSV,EMP_RCS,EMP_RET,EMP_TOTAL,EMP_TWU,EMP_WT,ENROLLGRADE9to12,ENROLLGRADEKto8,ENROLL_912,ESCOOACCTIME,EXTERNAL,EXT_GROWTH,EXT_NWRK_SIZE,EXT_WORK_SIZE,GA,GEOID,GEOID20,GEOIDFQ20,HHDEN,HHPER,HIGH,HIGH_DIST,INTHMI,INTPTLAT,INTPTLON,INT_GROWTH,MAXCONNECTORWEIGHT,MAZID,MIDDLE,MID_DIST,NEW_MZNUM,OBJECTID,OSPC_ACRES,PARKACRES,PARKATTRACT,PARKCLASS,PARKDEVELOP,PNR_LOT_NAME,PNR_SPACES,POP2000,POPEMPDEN,POPHHDEN,POPMODEL,PRKCST_DAY,PRKCST_HR,PRKCST_MNTH,PRKSPACES,PUMA,RETDEN,RIVER,SCHDIST,SHAPE_AREA,SHAPE_LENG,SKATS,STATEFP,SUFFIX,TAZ,TAZABM,TERMINALTIME,TOTEMP23,TOTEMPHH,TOTGQHHS,TOTNGQHHS,TOTNUMZONES,TRACT,TRACTCE,TRACT_NUM,TYPENO,UGB,UGBID,TOTHHS,TOTPOP,ACRES,walk_dist_local_bus,walk_dist_premium_transit,empden,retempden,duden,popden,popempdenpermi,totint,EXPPRK_HR,EXPPRK_DAY,EXPPRK_MNTH,PARKAREA
9824,9824,,Block 3025,0,25,PedestrianZones,2300330.561,144731.6669,10,0,0,0.0,0,0,0,,10667,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,1,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,9999,0,0,0,0,1,3025.0,410470000000000.0,1000000US410470002003025,0.0,0.0,80103,0,126,44.940991,-123.0304359,0,3,8008003025,80068,0,0,64250,0.0,1.92,3,NEIGHBORHOOD PARK,,,0,0,0.0,0.0,0,6,0.8,2.73,28,0,0,0,1,114796.17,1389.18,1,,,80,80080,2,550,550,0,0,0,200,,0,0,1,0,0,0,2.635355118023744,0.081,999999.0,57.274,2.138,7.326,8.853,42321.806,126,,,,
9825,9825,,Block 3018,0,25,PedestrianZones,2300531.695,145165.1253,10,0,0,0.02,0,0,0,,38737,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,1,0,0,0,0,0,0,2067,0,0,35,0,0,0,1,0,0,1056,0,7,0,0,0,9999,0,0,0,0,1,3018.0,410470000000000.0,1000000US410470002003018,0.0,0.0,80103,0,143,44.9449465,-123.0280604,0,3,8008203018,80082,0,0,64251,0.0,0.02,2,HISTORICAL AREA,DEVELOPED,,0,0,0.0,0.0,0,6,0.8,2.73,133,0,0,0,1,416878.21,2683.96,1,,,82,80082,2,1450,1450,0,0,0,200,,0,0,1,0,0,0,9.570198412373024,0.096,999999.0,46.299,0.438,3.576,6.998,34109.907,143,,,,
9826,9826,,Block 3016,0,25,PedestrianZones,2300582.352,144916.8227,10,0,0,0.0,0,0,0,,18995,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,1,0,0,6,0,0,0,2924,0,0,2,0,0,0,0,0,0,2106,0,0,0,0,0,9999,0,0,0,0,1,3016.0,410470000000000.0,1000000US410470002003016,0.0,0.0,80103,0,129,44.9427273,-123.0273204,0,3,8008103016,80082,0,0,64252,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,3.41,31,0,0,0,1,204412.38,1819.62,1,,,81,80081,2,2457,2457,0,0,0,200,,0,0,1,0,0,0,4.6926583417586665,0.036,999999.0,44.543,0.607,3.767,7.039,33012.107,129,,,,
9827,9827,,Block 3024,0,25,PedestrianZones,2300414.582,144697.2105,10,0,0,0.0,0,0,0,,12877,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3024.0,410470000000000.0,1000000US410470002003024,0.0,0.0,80103,0,120,44.9407047,-123.0293582,0,1,8008003024,80068,0,0,64253,0.0,2.83,3,NEIGHBORHOOD PARK,,,0,0,0.0,0.0,0,6,1.5,2.95,1445,0,0,0,1,138578.11,1502.52,1,,,80,80080,2,0,0,0,0,0,200,,0,0,1,0,0,0,3.1813128008083624,0.082,999999.0,53.627,1.503,7.134,9.536,40424.215,120,,,,
9828,9828,,Block 3027,0,25,PedestrianZones,2300362.341,144576.08,10,0,0,0.0,0,0,0,,13640,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3027.0,410470000000000.0,1000000US410470002003027,0.0,0.0,80103,0,126,44.9396004,-123.0299717,0,1,8008003027,80068,0,0,64254,0.0,3.37,3,NEIGHBORHOOD PARK,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,146792.38,1546.16,1,,,80,80080,2,0,0,0,0,0,200,,0,0,1,0,0,0,3.369886297211228,0.061,999999.0,58.144,1.075,7.226,9.047,43001.947,126,,,,
9829,9829,,Block 3023,0,25,PedestrianZones,2300503.172,144661.4692,10,0,0,0.0,0,0,0,,12147,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,1,0,0,0,0,0,0,577,0,0,1,0,0,0,0,0,0,337,0,0,0,0,0,9999,0,0,0,0,1,3023.0,410470000000000.0,1000000US410470002003023,0.0,0.0,80103,0,122,44.9404082,-123.028222,0,3,8008003023,80068,0,0,64255,0.0,2.2,3,NEIGHBORHOOD PARK,,,0,0,0.0,0.0,0,6,0.8,2.73,27,0,0,0,1,130725.24,1470.02,1,,,80,80080,2,403,403,0,0,0,200,,0,0,1,0,0,0,3.00103585108867,0.08,999999.0,51.329,0.807,7.258,9.921,39200.102,122,,,,
9830,9830,,Block 2015,0,25,PedestrianZones,2300787.592,145819.8535,10,0,0,0.0,0,0,0,,14358,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,1,0,0,0,2,0,0,0,66,0,0,0,0,0,0,0,0,65,0,0,0,0,0,9999,0,0,0,0,3,2015.0,410470000000000.0,1000000US410470003002015,0.0,0.14,80103,0,164,44.9509077,-123.0250786,0,3,8009402015,80082,0,0,64256,0.0,0.0,0,,,,0,0,3.32,0.55,0,0,0.0,0.0,0,0,0,0,1,154522.36,1590.13,1,,,94,80094,1,73,85,0,0,0,300,,0,0,1,0,12,30,3.547342137785809,0.042,999999.0,3.913,0.169,4.851,11.32,9749.27,164,,,,
9831,9831,,Block 2021,0,25,PedestrianZones,2300751.471,145725.6856,10,0,0,0.0,0,0,0,,13613,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,2021.0,410470000000000.0,1000000US410470003002021,0.0,0.94,80103,0,162,44.9500506,-123.0254988,0,1,8009402021,80082,0,0,64257,0.0,0.0,0,,,,0,0,0.03,0.5,0,0,0.0,0.0,0,0,0,0,1,146497.05,1553.9,1,,,94,80094,1,1,16,0,0,0,300,,0,0,1,0,15,42,3.363106491641817,0.099,999999.0,11.148,0.135,4.543,10.413,13799.275,162,,,,
9832,9832,,Block 2013,0,25,PedestrianZones,2300952.993,145863.7092,10,0,0,0.0,0,0,0,,13818,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,47,0,0,0,0,0,9999,0,0,0,0,3,2013.0,410470000000000.0,1000000US410470003002013,0.0,0.23,80103,0,165,44.9513487,-123.0230008,0,3,8009502013,80082,0,0,64258,0.0,0.0,0,,,,0,0,1.71,0.5,0,0,0.0,0.0,0,0,0,0,1,148702.68,1557.7,1,,,95,80095,1,41,53,0,0,0,300,,0,0,1,0,12,29,3.41374072267496,0.102,999999.0,5.008,0.149,4.399,10.369,9841.245,165,,,,
9833,9833,,Block 2016,0,25,PedestrianZones,2300916.162,145769.2327,10,0,0,0.0,0,0,0,,14451,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,2016.0,410470000000000.0,1000000US410470003002016,0.0,0.0,80103,0,157,44.9504886,-123.0234299,0,1,8009502016,80082,0,0,64259,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,155516.15,1594.66,1,,,95,80095,1,0,0,0,0,0,300,,0,0,1,0,0,0,3.5701563233237965,0.047,999999.0,8.128,0.148,4.029,9.393,11213.342,157,,,,
9834,9834,,Block 3005,0,25,PedestrianZones,2300804.944,145484.4231,10,0,0,0.0,0,0,0,,15222,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9999,0,0,0,0,1,3005.0,410470000000000.0,1000000US410470002003005,0.0,0.91,80103,0,145,44.9478955,-123.024726,0,1,8008303005,80082,0,0,64260,0.0,0.0,0,,,,0,0,0.08,0.84,0,0,0.0,0.0,0,0,0,0,1,163821.54,1633.44,1,,,83,80083,2,2,23,0,0,0,200,,0,0,1,0,21,41,3.760821636623773,0.076,999999.0,24.105,0.039,3.702,8.318,20750.521,145,,,,
9835,9835,,Block 3008,0,25,PedestrianZones,2300765.334,145384.5636,10,0,0,0.0,0,0,0,,14446,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,9999,0,0,0,0,1,3008.0,410470000000000.0,1000000US410470002003008,0.0,0.68,80103,0,145,44.9469861,-123.0251881,0,1,8008303008,80082,0,0,64261,0.0,0.0,0,,,,0,0,0.4,0.85,0,0,0.0,0.0,0,0,0,0,1,155461.26,1588.4,1,,,83,80083,2,8,25,0,0,0,200,,0,0,1,0,17,31,3.568896318246168,0.039,999999.0,25.773,0.027,3.898,8.063,21654.729,145,,,,
9836,9836,,Block 2017,0,25,PedestrianZones,2301025.74,145727.1435,10,0,0,0.0,0,0,0,,9566,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,24,0,0,23,0,0,0,0,0,9999,0,0,0,0,3,2017.0,410470000000000.0,1000000US410470003002017,0.0,0.25,80103,0,161,44.9501408,-123.0220253,0,3,8009502017,80082,0,0,64262,0.0,0.0,0,,,,0,0,1.26,0.42,0,0,0.0,0.0,0,0,0,0,1,102945.88,1289.3,1,,,95,80095,1,24,32,0,0,0,300,,0,0,1,0,8,19,2.363310132869417,0.081,999999.0,6.882,0.152,4.036,9.48,10471.14,161,,,,
9837,9837,,Block 2010,0,25,PedestrianZones,2301097.699,145917.4117,10,0,0,0.0,0,0,0,,10777,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,9999,0,0,0,0,3,2010.0,410470000000000.0,1000000US410470003002010,0.0,0.54,80103,0,162,44.9518724,-123.021189,0,2,8009502010,80082,0,0,64263,0.0,0.0,0,,,,0,0,0.52,0.62,0,0,0.0,0.0,0,0,0,0,1,115977.41,1353.74,1,,,95,80095,1,11,24,0,0,0,300,,0,0,1,0,13,40,2.662472690411514,0.065,999999.0,5.27,0.172,4.068,9.686,9571.973,162,,,,
9838,9838,,Block 2018,0,25,PedestrianZones,2301113.974,145667.0951,10,0,0,0.0,0,0,0,,17131,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,2018.0,410470000000000.0,1000000US410470003002018,0.0,1.0,80103,0,157,44.9496254,-123.0208839,0,1,8009502018,80082,0,0,64264,0.0,0.0,0,,,,0,0,0.0,0.41,0,0,0.0,0.0,0,0,0,0,1,184358.45,1750.84,1,,,95,80095,1,0,31,0,0,0,300,,0,0,1,0,31,91,4.232283890660931,0.138,999999.0,5.162,0.213,4.161,9.593,9442.906,157,,,,
9839,9839,,Block 3001,0,25,PedestrianZones,2300998.674,145556.7938,10,0,0,0.0,0,0,0,,14972,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,9999,0,0,0,0,1,3001.0,410470000000000.0,1000000US410470002003001,0.0,0.64,80103,0,151,44.9486009,-123.0223007,0,1,8008303001,80082,0,0,64265,0.0,0.0,0,,,,0,0,0.5,0.89,0,0,0.0,0.0,0,0,0,0,1,161123.17,1677.3,1,,,83,80083,2,9,25,0,0,0,200,,0,0,1,0,16,25,3.698875678012379,0.062,999999.0,11.051,0.209,3.868,9.096,12894.558,151,,,,
9840,9840,,Block 3006,0,25,PedestrianZones,2300906.625,145471.7187,10,0,0,0.0,0,0,0,,7178,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3006.0,410470000000000.0,1000000US410470002003006,0.0,1.0,80103,0,145,44.9478098,-123.023433,0,1,8008303006,80082,0,0,64266,0.0,0.0,0,,,,0,0,0.0,0.75,0,0,0.0,0.0,0,0,0,0,1,77248.56,1177.62,1,,,83,80083,2,0,27,0,0,0,200,,0,0,1,0,27,51,1.7733813530112934,0.066,999999.0,21.394,0.18,3.932,9.06,19490.941,145,,,,
9841,9841,,Block 2007,0,25,PedestrianZones,2301058.538,145398.7785,10,0,0,0.0,0,0,0,,19430,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,2007.0,410470000000000.0,1000000US410470006002007,0.0,1.0,80103,0,145,44.9471964,-123.02148,0,1,8010202007,80082,0,0,64267,0.0,0.0,0,,,,0,0,0.0,0.41,0,0,0.0,0.0,0,0,0,0,1,209101.02,2813.93,1,,,102,80102,1,0,26,0,0,0,600,,0,0,1,0,26,67,4.800294607877668,0.238,999999.0,5.825,0.132,3.949,9.027,9505.672,145,,,,
9842,9842,,Block 3000,0,25,PedestrianZones,2300982.726,145411.5436,10,0,0,0.0,0,0,0,,29793,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9999,0,0,0,0,1,3000.0,410470000000000.0,1000000US410470002003000,0.0,0.97,80103,0,139,44.9472899,-123.0224453,0,1,8008303000,80082,0,0,64268,0.0,0.0,0,,,,0,0,0.02,0.76,0,0,0.0,0.0,0,0,0,0,1,320629.83,3310.42,1,,,83,80083,2,1,35,0,0,0,200,,0,0,1,0,34,66,7.360641606845617,0.156,999999.0,28.271,0.061,4.038,8.971,23835.02,139,,,,
9843,9843,,Block 3013,0,25,PedestrianZones,2300791.478,145127.5654,10,0,0,0.0,0,0,0,,5852,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3013.0,410470000000000.0,1000000US410470002003013,0.0,1.0,80103,0,144,44.9446818,-123.0247552,0,1,8008203013,80082,0,0,64269,0.0,0.0,0,,,,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,62977.76,1036.52,1,,,82,80082,2,0,3,0,0,0,200,,0,0,1,0,3,3,1.4457691387994756,0.15,999999.0,40.834,0.582,4.167,8.542,31600.546,144,,,,
9844,9844,,Block 2015,0,25,PedestrianZones,2301108.326,145313.2836,10,0,0,0.0,0,0,0,,24424,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,2015.0,410470000000000.0,1000000US410470006002015,0.0,1.0,80103,0,142,44.9464413,-123.0208156,0,1,8010202015,80082,0,0,64270,0.0,0.0,0,,,,0,0,0.0,0.41,0,0,0.0,0.0,0,0,0,0,1,262845.78,2195.45,1,,,102,80102,1,0,46,0,0,0,600,,0,0,1,0,46,139,6.034103557255543,0.105,999999.0,12.674,0.023,3.743,7.981,13219.145,142,,,,
9845,9845,,Block 3021,0,25,PedestrianZones,2300664.39,144733.0652,10,0,0,0.0,0,0,0,,18888,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3021.0,410470000000000.0,1000000US410470002003021,0.0,0.0,80103,0,123,44.9410975,-123.0262086,0,3,8008103021,80068,0,0,64271,0.0,0.0,0,,,,0,0,0.0,0.0,0,6,0.8,2.73,308,0,0,0,1,203273.57,1825.39,1,,,81,80081,2,29,29,0,0,0,200,,0,0,1,0,0,0,4.66651504054465,0.044,999999.0,44.95,0.602,6.833,9.441,34810.287,123,,,,
9846,9846,,Block 3028,0,25,PedestrianZones,2300454.58,144539.8371,10,0,0,0.0,0,0,0,,12556,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,1,0,0,1,0,0,0,562,0,0,2,0,0,0,0,0,0,1101,0,0,0,0,0,9999,0,0,0,0,1,3028.0,410470000000000.0,1000000US410470002003028,0.0,0.0,80103,0,128,44.9393004,-123.0287892,0,3,8008003028,80068,0,0,64272,0.0,2.53,3,NEIGHBORHOOD PARK,,,0,0,0.0,0.0,0,6,0.8,2.73,24,0,0,0,1,135122.98,1484.06,1,,,80,80080,2,781,781,0,0,0,200,,0,0,1,0,0,0,3.101994134716672,0.0,999999.0,56.928,0.493,7.053,9.374,42433.304,128,,,,
9847,9847,,Block 6008,0,25,PedestrianZones,2300751.352,144562.2677,10,0,0,0.0,0,0,0,,16938,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,0,0,0,0,4,5,0,0,0,0,117,0,0,0,0,0,0,121,0,3,0,0,0,9999,0,0,0,0,4,6008.0,410470000000000.0,1000000US410470009006008,0.0,0.33,80103,0,134,44.9395857,-123.0250396,0,3,8010606008,80068,0,0,64273,0.0,0.0,0,,,,0,0,1.01,0.5,0,0,0.0,0.0,0,0,0,0,1,182286.49,1709.6,1,,,106,80106,1,116,173,0,0,0,900,,0,0,1,0,57,116,4.184718396821942,0.113,999999.0,39.003,0.411,6.911,10.068,31404.916,134,,,,
9848,9848,,Block 3027,0,25,PedestrianZones,2300797.287,144679.5371,10,0,0,0.0,0,0,0,,15149,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80106,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,163,155,0,0,0,0,0,9999,0,0,0,0,4,3027.0,410470000000000.0,1000000US410470006003027,0.0,0.0,80103,0,130,44.9406534,-123.0245043,0,3,8010403027,80082,0,0,64274,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,3.41,120,0,0,0,1,163022.57,1607.81,1,,,104,80104,1,124,124,0,0,0,600,,0,0,1,0,0,0,3.7424800388111534,0.041,999999.0,41.183,0.394,7.129,10.356,32984.483,130,,,,
9849,9849,,Block 3026,0,25,PedestrianZones,2300910.88,144634.1697,10,0,0,0.0,0,0,0,,14016,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,3026.0,410470000000000.0,1000000US410470006003026,0.0,1.0,80103,0,137,44.9402773,-123.0230477,0,1,8010403026,80082,0,0,64275,0.0,0.0,0,,,,0,0,0.0,0.61,0,0,0.0,0.0,0,0,0,0,1,150838.02,1558.03,1,,,104,80104,1,0,14,0,0,0,600,,0,0,1,0,14,27,3.462761374890747,0.015,999999.0,37.444,0.408,7.387,10.974,30987.121,137,,,,
9885,9885,,Block 1001,0,25,PedestrianZones,2302348.599,145910.4119,10,0,0,0.0,0,0,0,,26916,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,1001.0,410470000000000.0,1000000US410470006001001,0.0,0.97,80103,0,97,44.9521596,-123.0053407,0,1,8009901001,80377,0,0,64356,0.0,0.0,0,,,,0,0,0.01,0.43,0,0,0.0,0.0,0,0,0,0,1,289668.65,2631.91,1,,,99,80099,1,1,33,0,0,0,600,,0,0,1,0,32,81,6.6498713483838205,0.194,999999.0,2.5,0.236,3.834,10.291,8186.636,97,,,,
9902,9902,,Block 2018,0,25,PedestrianZones,2299418.912,144776.4138,10,0,0,0.0,0,0,0,,3456,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9999,0,0,0,0,1,2018.0,410470000000000.0,1000000US410470002002018,0.0,0.0,80103,0,101,44.941136,-123.0419996,0,3,8006102018,80068,0,0,64392,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,37192.47,1559.74,1,,,61,80061,2,10,10,0,0,0,200,,0,0,1,0,0,0,0.8538208233408559,0.194,999999.0,31.132,2.626,2.29,2.967,21823.235,101,,,,
9903,9903,,Block 1012,0,25,PedestrianZones,2300032.246,145899.1806,10,0,0,0.0,0,0,0,,9574,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,9,0,0,38,0,0,0,0,0,9999,0,0,0,0,1,1012.0,410470000000000.0,1000000US410470002001012,0.0,0.08,80103,0,127,44.9514085,-123.0346781,0,3,8008501012,80068,0,0,64393,0.0,0.0,0,,,,0,0,5.5,0.5,0,0,0.0,0.0,0,0,0,0,1,103033.08,1285.04,1,,,85,80085,2,33,36,0,0,0,200,,0,0,1,0,8,9,2.3653119415307637,0.185,999999.0,9.605,0.545,2.615,5.627,9748.473,127,,,,
9904,9904,,Block 2051,0,25,PedestrianZones,2299877.774,144624.1584,10,0,0,0.0,0,0,0,,17278,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,9999,0,0,0,0,1,2051.0,410470000000000.0,1000000US410470002002051,0.0,0.0,80103,0,125,44.9398962,-123.0361277,0,3,8006702051,80068,0,0,64394,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,0.0,0.0,79,0,0,0,1,185947.39,1726.11,1,,,67,80067,2,165,165,0,0,0,200,,0,0,1,0,0,0,4.268760849842334,0.127,999999.0,40.442,2.006,6.143,6.966,30341.114,125,,,,
9905,9905,,Block 3045,0,25,PedestrianZones,2299597.001,144257.0661,10,0,0,0.04,0,0,0,,8512,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80064,0,0,0,0,12,0,0,7,0,2,19,0,1,0,0,0,0,0,0,32,0,0,0,0,0,9999,0,0,0,0,1,3045.0,410470000000000.0,1000000US410470002003045,10.14,0.03,80135,0,95,44.9365149,-123.0395373,0,3,8007303045,80068,0,0,64395,0.0,0.04,3,LINEAR PARK,DEVELOPED,,0,0,28.0,1.0,0,15,0.0,2.86,245,0,0,0,1,91599.99,1344.58,1,,,73,80073,2,84,87,0,0,0,200,,0,0,1,0,3,3,2.102844478241705,0.099,999999.0,35.524,1.837,2.481,4.148,25389.997,95,,,,
9906,9906,,Block 1033,0,25,PedestrianZones,2300461.973,145365.5966,10,0,0,0.0,0,0,0,,19822,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,83,0,3,0,0,0,0,0,0,33,0,0,0,0,0,9999,0,0,0,0,1,1033.0,410470000000000.0,1000000US410470002001033,0.0,0.41,80103,0,155,44.9467301,-123.029023,0,3,8008401033,80068,0,0,64403,0.0,0.0,0,,,,0,0,0.52,0.37,0,0,0.0,0.0,0,0,0,0,1,213318.53,1795.83,1,,,84,80084,2,24,41,0,0,0,200,,0,0,1,0,17,37,4.897115315892981,0.061,999999.0,27.249,0.221,3.819,7.7,22367.068,155,,,,
9907,9907,,Block 3019,0,25,PedestrianZones,2300404.96,144840.4349,10,0,0,0.0,0,0,0,,18661,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3019.0,410470000000000.0,1000000US410470002003019,0.0,0.0,80103,0,130,44.9419903,-123.0295368,0,1,8008103019,80068,0,0,64404,0.0,0.0,0,,,,0,0,0.0,0.0,0,6,0.8,2.73,381,0,0,0,1,200830.65,1794.61,1,,,81,80081,2,0,0,0,0,0,200,,0,0,1,0,0,0,4.610433170724012,0.119,999999.0,53.097,1.47,7.126,9.507,40066.867,130,,,,
9908,9908,,Block 2014,0,25,PedestrianZones,2300823.114,145913.9207,10,0,0,0.0,0,0,0,,13555,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,2014.0,410470000000000.0,1000000US410470003002014,0.0,1.0,80103,0,168,44.9517639,-123.0246659,0,1,8009402014,80082,0,0,64405,0.0,0.0,0,,,,0,0,0.0,0.45,0,0,0.0,0.0,0,0,0,0,1,145874.1,1550.69,1,,,94,80094,1,0,17,0,0,0,300,,0,0,1,0,17,41,3.3488055574969398,0.106,999999.0,5.256,0.173,4.638,10.833,10296.982,168,,,,
