MAZ,NO,CODE,NAME,USEIMAGEFILE,CATNO,CATNAME,XCOORD,YCOORD,IMAGEHEIGHT,USEIMAGEHEIGHT,IMAGEANGLE,ACTIVE_ACRES,ADT2000,ADT2017,ADTMODEL,AFFGEOID,ALAND,AWATER,BLKGRP,BLOCK,BUILT_FORM,CITY,CITYNM,COLLEGEENROLL,COUNTY,COUNTYFP,CTNUM,DAYCAREFAC,DISTRICT06,DIST_9TO12,DIST_KTO8,EBIKEACCTIME,ECT_DIST,ELEM,EMP2000,EMPMODEL,EMPPER,EMP_ACC,EMP_AER,EMP_AFS,EMP_CON,EMP_EDU,EMP_FSD,EMP_GOV,EMP_HCS,EMP_HTMFG,EMP_IFRPBS,EMP_MFG,EMP_NHTMFG,EMP_NRM,EMP_OSV,EMP_RCS,EMP_RET,EMP_TOTAL,EMP_TWU,EMP_WT,ENROLLGRADE9to12,ENROLLGRADEKto8,ENROLL_912,ESCOOACCTIME,EXTERNAL,EXT_GROWTH,EXT_NWRK_SIZE,EXT_WORK_SIZE,GA,GEOID,GEOID20,GEOIDFQ20,HHDEN,HHPER,HIGH,HIGH_DIST,INTHMI,INTPTLAT,INTPTLON,INT_GROWTH,MAXCONNECTORWEIGHT,MAZID,MIDDLE,MID_DIST,NEW_MZNUM,OBJECTID,OSPC_ACRES,PARKACRES,PARKATTRACT,PARKCLASS,PARKDEVELOP,PNR_LOT_NAME,PNR_SPACES,POP2000,POPEMPDEN,POPHHDEN,POPMODEL,PRKCST_DAY,PRKCST_HR,PRKCST_MNTH,PRKSPACES,PUMA,RETDEN,RIVER,SCHDIST,SHAPE_AREA,SHAPE_LENG,SKATS,STATEFP,SUFFIX,TAZ,TAZABM,TERMINALTIME,TOTEMP23,TOTEMPHH,TOTGQHHS,TOTNGQHHS,TOTNUMZONES,TRACT,TRACTCE,TRACT_NUM,TYPENO,UGB,UGBID,TOTHHS,TOTPOP,ACRES,walk_dist_local_bus,walk_dist_premium_transit,empden,retempden,duden,popden,popempdenpermi,totint,EXPPRK_HR,EXPPRK_DAY,EXPPRK_MNTH,PARKAREA
7548,7548,,Block 2004,0,25,PedestrianZones,2300894.642,146231.5057,10,0,0,0.0,0,0,0,,2955,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,2004.0,410470000000000.0,1000000US410470003002004,0.0,0.0,80103,0,169,44.9546406,-123.0238855,0,1,8009402004,80082,0,0,7934,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,31798.27,896.58,1,,,94,80094,1,0,0,0,0,0,300,,0,0,1,0,0,0,0.729987115193828,0.085,999999.0,4.449,0.168,4.312,10.755,9729.987,169,,,,
7549,7549,,Block 4034,0,25,PedestrianZones,2300805.06,146121.2105,10,0,0,0.0,0,0,0,,4041,0,4,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9999,0,0,0,0,3,4034.0,410470000000000.0,1000000US410470003004034,0.0,0.33,80103,0,177,44.9536233,-123.0249767,0,3,8009004034,80082,0,0,7935,0.0,0.0,0,,,,0,0,1.5,0.75,0,0,0.0,0.0,0,0,0,0,1,43487.84,1018.09,1,,,90,80090,1,6,9,0,0,0,300,,0,0,1,0,3,3,0.998342494587378,0.083,999999.0,4.943,0.149,4.614,11.184,10321.188,177,,,,
7550,7550,,Block 2007,0,25,PedestrianZones,2300898.032,146102.4038,10,0,0,0.0,0,0,0,,13749,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9999,0,0,0,0,3,2007.0,410470000000000.0,1000000US410470003002007,0.0,0.14,80103,0,172,44.9534803,-123.0237915,0,3,8009402007,80082,0,0,7936,0.0,0.0,0,,,,0,0,3.0,0.5,0,0,0.0,0.0,0,0,0,0,1,147965.19,1556.31,1,,,94,80094,1,12,14,0,0,0,300,,0,0,1,0,10,14,3.3968102891892844,0.106,999999.0,4.599,0.187,4.659,11.362,10215.11,172,,,,
7551,7551,,Block 2008,0,25,PedestrianZones,2300860.529,146007.2226,10,0,0,0.0,0,0,0,,14090,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,2008.0,410470000000000.0,1000000US410470003002008,0.0,1.0,80103,0,170,44.9526136,-123.0242289,0,1,8009402008,80082,0,0,7937,0.0,0.0,0,,,,0,0,0.0,0.49,0,0,0.0,0.0,0,0,0,0,1,151628.62,1572.06,1,,,94,80094,1,0,18,0,0,0,300,,0,0,1,0,18,48,3.4809110112322723,0.044,999999.0,4.981,0.166,4.742,11.314,10428.681,170,,,,
7552,7552,,Block 4022,0,25,PedestrianZones,2300864.669,146523.1383,10,0,0,0.0,0,0,0,,14952,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9999,0,0,0,0,3,4022.0,410470000000000.0,1000000US410470003004022,0.0,0.91,80103,0,168,44.9572554,-123.0243807,0,1,8009204022,80417,0,0,7938,0.0,0.0,0,,,,0,0,0.04,0.42,0,0,0.0,0.0,0,0,0,0,1,160908.48,1664.62,1,,,92,80092,1,2,22,0,0,0,300,,0,0,1,0,20,54,3.693947141600415,0.215,999999.0,3.918,0.211,4.175,10.334,9121.238,168,,,,
7555,7555,,Block 1020,0,25,PedestrianZones,2301006.37,146266.1668,10,0,0,0.0,0,0,0,,5000,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,9999,0,0,0,0,3,1020.0,410470000000000.0,1000000US410470003001020,0.0,0.0,80103,0,159,44.9549838,-123.0224839,0,3,8009701020,80082,0,0,7941,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,53811.61,1143.53,1,,,97,80097,1,24,24,0,0,0,300,,0,0,1,0,0,0,1.2353433972704606,0.067,999999.0,4.624,0.198,4.016,10.104,9425.913,159,,,,
7556,7556,,Block 2005,0,25,PedestrianZones,2301050.048,146124.4378,10,0,0,0.0,0,0,0,,6691,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,3,2005.0,410470000000000.0,1000000US410470003002005,0.0,0.86,80103,0,158,44.9537212,-123.0218745,0,1,8009502005,80082,0,0,7942,0.0,0.0,0,,,,0,0,0.08,0.5,0,0,0.0,0.0,0,0,0,0,1,72005.2,1185.57,1,,,95,80095,1,1,7,0,0,0,300,,0,0,1,0,6,13,1.65301041332826,0.097,999999.0,4.981,0.196,4.214,10.186,9706.679,158,,,,
7625,7625,,Block 2012,0,25,PedestrianZones,2309542.392,139172.9291,10,0,0,0.0,0,0,0,,675033,0,2,410470000000000.0,0,0,Outside CL,0,47,,0,0,4,1,1,9999,0,80295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,142,0,3,0,0,0,9999,0,0,0,0,4,22012.0,410470000000000.0,1000000US410470027022012,0.0,0.29,80309,0,18,44.8935247,-122.9116621,0,3,8009622012,80299,0,0,9213,0.0,0.0,0,,,,0,0,0.91,0.37,0,0,0.0,0.0,0,0,0,0,1,7264626.63,11554.88,1,,,96,80096,1,96,135,0,0,0,2702,,0,0,0,0,39,111,166.7727321068628,999999.0,999999.0,0.6,0.0,0.234,0.666,809.725,18,,,,
7635,7635,,Block 3002,0,25,PedestrianZones,2300273.086,147008.8761,10,0,0,0.0,0,0,0,,18499,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,1,0,0,9,0,0,0,0,5,0,5,0,0,0,0,0,10,21,0,0,0,0,0,9999,0,0,0,0,3,3002.0,410470000000000.0,1000000US410470003003002,0.0,0.09,80103,0,113,44.961458,-123.032068,0,3,8008803002,80417,0,0,9236,0.0,0.0,0,,,,0,0,7.5,0.75,0,0,0.0,0.0,0,0,0,0,1,199078.36,1851.42,1,,,88,80088,1,30,33,0,0,0,300,,0,0,1,0,3,3,4.570206157890098,0.189,999999.0,5.144,0.709,2.321,5.292,6678.805,113,,,,
7638,7638,,Block 3010,0,25,PedestrianZones,2300162.063,146867.5405,10,0,0,0.0,0,0,0,,12363,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,19,0,9,0,0,0,9999,0,0,0,0,3,3010.0,410470000000000.0,1000000US410470003003010,0.0,0.0,80103,0,106,44.9601554,-123.0334185,0,3,8008603010,80417,0,0,9239,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,133051.96,1463.18,1,,,86,80086,1,30,30,0,0,0,300,,0,0,1,0,0,0,3.0544499223709067,0.307,999999.0,4.844,0.249,2.299,4.999,6299.702,106,,,,
7639,7639,,Block 3018,0,25,PedestrianZones,2300158.045,146748.6053,10,0,0,0.0,0,0,0,,13908,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,0,0,0,0,28,0,0,0,0,0,9999,0,0,0,0,3,3018.0,410470000000000.0,1000000US410470003003018,0.0,0.0,80103,0,104,44.9590844,-123.0334221,0,3,8008603018,80417,0,0,9240,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,149672.21,1548.23,1,,,86,80086,1,48,48,0,0,0,300,,0,0,1,0,0,0,3.435998035233736,0.238,999999.0,5.111,0.264,2.28,4.802,6344.801,104,,,,
7640,7640,,Block 3011,0,25,PedestrianZones,2300268.979,146863.4995,10,0,0,0.0,0,0,0,,11587,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,3011.0,410470000000000.0,1000000US410470003003011,0.0,0.9,80103,0,120,44.9601492,-123.0320623,0,1,8008803011,80417,0,0,9241,0.0,0.0,0,,,,0,0,0.1,0.9,0,0,0.0,0.0,0,0,0,0,1,124695.93,1412.45,1,,,88,80088,1,1,10,0,0,0,300,,0,0,1,0,9,13,2.8626222387131626,0.239,999999.0,4.661,0.224,2.544,5.681,6619.287,120,,,,
7641,7641,,Block 3016,0,25,PedestrianZones,2300289.897,146743.1176,10,0,0,0.0,0,0,0,,6571,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,3,3016.0,410470000000000.0,1000000US410470003003016,0.0,0.58,80103,0,124,44.9590722,-123.0317495,0,2,8008803016,80417,0,0,9242,0.0,0.0,0,,,,0,0,0.63,0.88,0,0,0.0,0.0,0,0,0,0,1,70719.71,1169.28,1,,,88,80088,1,5,12,0,0,0,300,,0,0,1,0,7,10,1.6234998144496195,0.172,999999.0,4.318,0.257,2.585,5.599,6346.58,124,,,,
7642,7642,,Block 3001,0,25,PedestrianZones,2300376.419,147006.0482,10,0,0,0.0,0,0,0,,18288,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,552,0,6,0,0,0,0,0,0,497,0,0,0,0,0,9999,0,0,0,0,3,3001.0,410470000000000.0,1000000US410470003003001,0.0,0.8,80103,0,120,44.9614617,-123.0307578,0,1,8008803001,80417,0,0,9243,0.0,0.0,0,,,,0,0,0.14,0.57,0,0,0.0,0.0,0,0,0,0,1,196815.76,1838.67,1,,,88,80088,1,5,25,0,0,0,300,,0,0,1,0,20,56,4.518264048254959,0.189,999999.0,5.144,0.709,2.321,5.292,6678.805,120,,,,
7645,7645,,Block 3015,0,25,PedestrianZones,2300367.679,146740.4074,10,0,0,0.0,0,0,0,,13214,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,3015.0,410470000000000.0,1000000US410470003003015,0.0,1.0,80103,0,140,44.9590698,-123.030763,0,1,8008803015,80417,0,0,9246,0.0,0.0,0,,,,0,0,0.0,0.56,0,0,0.0,0.0,0,0,0,0,1,142210.13,1516.71,1,,,88,80088,1,0,18,0,0,0,300,,0,0,1,0,18,39,3.264692418239345,0.106,999999.0,4.018,0.131,2.762,6.185,6529.916,140,,,,
7646,7646,,Block 3014,0,25,PedestrianZones,2300477.353,146737.318,10,0,0,1.64,0,0,0,,14938,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,3,3014.0,410470000000000.0,1000000US410470003003014,4.26,0.88,80103,0,149,44.9590729,-123.0293724,0,1,8008803014,80417,0,0,9247,0.0,1.64,3,NEIGHBORHOOD PARK,DEVELOPED,,0,0,0.13,0.88,0,0,0.0,0.0,0,0,0,0,1,160754.25,1605.78,1,,,88,80088,1,1,8,0,0,0,300,,0,0,1,0,7,10,3.690406518963251,0.0,999999.0,3.988,0.142,3.604,8.474,7975.891,149,,,,
7647,7647,,Block 4005,0,25,PedestrianZones,2300596.605,146931.7605,10,0,0,0.0,0,0,0,,8039,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,4005.0,410470000000000.0,1000000US410470003004005,0.0,0.0,80103,0,141,44.9608555,-123.0279387,0,1,8009304005,80417,0,0,9248,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,86518.69,1278.16,1,,,93,80093,1,0,0,0,0,0,300,,0,0,1,0,0,0,1.986194098698572,0.072,999999.0,3.193,0.115,2.934,6.924,6474.664,141,,,,
7648,7648,,Block 4006,0,25,PedestrianZones,2300686.35,146907.8961,10,0,0,0.0,0,0,0,,12284,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,4006.0,410470000000000.0,1000000US410470003004006,0.0,0.91,80103,0,146,44.9606661,-123.0267922,0,1,8009304006,80417,0,0,9249,0.0,0.0,0,,,,0,0,0.05,0.45,0,0,0.0,0.0,0,0,0,0,1,132202.73,1448.3,1,,,93,80093,1,1,11,0,0,0,300,,0,0,1,0,10,25,3.034954495606153,0.125,999999.0,4.277,1.523,3.282,7.963,7833.94,146,,,,
7649,7649,,Block 3019,0,25,PedestrianZones,2300154.05,146628.8348,10,0,0,0.0,0,0,0,,12139,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,9999,0,0,0,0,3,3019.0,410470000000000.0,1000000US410470003003019,0.0,0.0,80103,0,112,44.958006,-123.0334251,0,3,8008603019,80417,0,0,9250,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,130638.92,1447.52,1,,,86,80086,1,22,22,0,0,0,300,,0,0,1,0,0,0,2.9990542415625043,0.202,999999.0,4.724,0.26,2.427,5.12,6300.515,112,,,,
7650,7650,,Block 3025,0,25,PedestrianZones,2300256.005,146516.8496,10,0,0,0.0,0,0,0,,10627,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,13,0,5,0,0,0,9999,0,0,0,0,3,3025.0,410470000000000.0,1000000US410470003003025,0.0,0.13,80103,0,132,44.9570274,-123.032089,0,3,8008803025,80417,0,0,9251,0.0,0.0,0,,,,0,0,6.5,1.0,0,0,0.0,0.0,0,0,0,0,1,114363.07,1359.03,1,,,88,80088,1,13,15,0,0,0,300,,0,0,1,0,2,2,2.625412400131208,0.169,999999.0,6.686,0.19,2.912,6.517,8450.073,132,,,,
7651,7651,,Block 3021,0,25,PedestrianZones,2300362.774,146621.7476,10,0,0,0.0,0,0,0,,11403,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,3021.0,410470000000000.0,1000000US410470003003021,0.0,1.0,80103,0,142,44.9580011,-123.0307781,0,1,8008803021,80417,0,0,9252,0.0,0.0,0,,,,0,0,0.0,0.82,0,0,0.0,0.0,0,0,0,0,1,122711.61,1401.74,1,,,88,80088,1,0,14,0,0,0,300,,0,0,1,0,14,30,2.817068480553936,0.071,999999.0,3.947,0.14,2.806,6.33,6577.611,142,,,,
7652,7652,,Block 3027,0,25,PedestrianZones,2300250.525,146439.3625,10,0,0,0.0,0,0,0,,5037,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,18,0,0,0,0,0,9999,0,0,0,0,1,3027.0,410470000000000.0,1000000US410470003003027,0.0,0.0,80103,0,137,44.9563289,-123.0321277,0,3,8008903027,80417,0,0,9253,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,54208.73,997.26,1,,,89,80089,2,33,33,0,0,0,300,,0,0,1,0,0,0,1.2444600403754362,0.162,999999.0,6.686,0.19,2.912,6.517,8450.073,137,,,,
7653,7653,,Block 3037,0,25,PedestrianZones,2300234.789,146145.9365,10,0,0,0.0,0,0,0,,10494,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,3037.0,410470000000000.0,1000000US410470003003037,0.0,0.72,80103,0,136,44.9536851,-123.0322105,0,1,8008903037,80068,0,0,9254,0.0,0.0,0,,,,0,0,0.27,0.7,0,0,0.0,0.0,0,0,0,0,1,112932.58,1343.87,1,,,89,80089,2,8,29,0,0,0,300,,0,0,1,0,43,77,2.5925730834283773,0.123,999999.0,6.503,0.394,2.707,5.895,7935.117,136,,,,
7654,7654,,Block 3028,0,25,PedestrianZones,2300346.476,146420.467,10,0,0,0.0,0,0,0,,8520,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,3028.0,410470000000000.0,1000000US410470003003028,0.0,0.0,80103,0,151,44.956186,-123.0309046,0,1,8008903028,80417,0,0,9255,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,91694.69,1222.77,1,,,89,80089,2,0,0,0,0,0,300,,0,0,1,0,0,0,2.1050185454775834,0.162,999999.0,6.686,0.19,2.912,6.517,8450.073,151,,,,
7655,7655,,Block 3029,0,25,PedestrianZones,2300452.238,146405.9709,10,0,0,0.0,0,0,0,,13886,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80092,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9999,0,0,0,0,3,3029.0,410470000000000.0,1000000US410470003003029,0.0,0.67,80103,0,159,44.9560854,-123.0295591,0,1,8008903029,80417,0,0,9256,0.0,0.0,0,,,,0,0,0.29,0.58,0,0,0.0,0.0,0,0,0,0,1,149436.9,1712.46,1,,,89,80089,2,9,27,0,0,0,300,,0,0,1,0,18,35,3.430596028892086,0.0,999999.0,6.698,0.208,4.356,10.145,10779.186,159,,,,
7656,7656,,Block 3043,0,25,PedestrianZones,2300161.696,145956.0918,10,0,0,0.0,0,0,0,,9945,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,8,0,0,0,0,0,9999,0,0,0,0,1,3043.0,410470000000000.0,1000000US410470003003043,0.0,0.0,80103,0,133,44.9519569,-123.033061,0,3,8008903043,80068,0,0,9257,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,107023.17,1308.31,1,,,89,80089,2,9,9,0,0,0,300,,0,0,1,0,0,0,2.456911630627016,0.123,999999.0,8.941,0.501,3.034,6.916,10148.399,133,,,,
7657,7657,,Block 3041,0,25,PedestrianZones,2300293.514,146013.0001,10,0,0,0.0,0,0,0,,10753,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,1,0,0,5,0,0,0,0,6,0,0,0,0,0,31,0,0,21,0,0,0,0,0,9999,0,0,0,0,1,3041.0,410470000000000.0,1000000US410470003003041,0.0,0.22,80103,0,147,44.952506,-123.0314138,0,3,8008903041,80068,0,0,9258,0.0,0.0,0,,,,0,0,3.25,0.92,0,0,0.0,0.0,0,0,0,0,1,115718.35,1361.19,1,,,89,80089,2,39,50,0,0,0,300,,0,0,1,0,11,18,2.6565255005740465,0.061,999999.0,7.156,0.231,3.592,8.325,9907.637,147,,,,
7658,7658,,Block 3022,0,25,PedestrianZones,2300473.259,146620.9488,10,0,0,0.0,0,0,0,,12269,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,3022.0,410470000000000.0,1000000US410470003003022,0.0,0.89,80103,0,153,44.958025,-123.0293781,0,1,8008803022,80417,0,0,9259,0.0,0.0,0,,,,0,0,0.09,0.77,0,0,0.0,0.0,0,0,0,0,1,132035.15,1458.53,1,,,88,80088,1,2,19,0,0,0,300,,0,0,1,0,17,34,3.0311072775952885,0.033,999999.0,4.355,0.157,3.291,7.56,7626.01,153,,,,
7659,7659,,Block 3023,0,25,PedestrianZones,2300465.779,146517.7733,10,0,0,0.0,0,0,0,,11583,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,3023.0,410470000000000.0,1000000US410470003003023,0.0,1.0,80103,0,160,44.9570949,-123.0294319,0,1,8008803023,80417,0,0,9260,0.0,0.0,0,,,,0,0,0.0,0.58,0,0,0.0,0.0,0,0,0,0,1,124652.81,1409.83,1,,,88,80088,1,0,31,0,0,0,300,,0,0,1,0,31,78,2.861632116280097,0.054,999999.0,4.983,0.209,4.231,9.874,9508.624,160,,,,
7660,7660,,Block 4017,0,25,PedestrianZones,2300599.231,146749.3811,10,0,0,0.0,0,0,0,,37621,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,263,0,9999,0,0,0,0,3,4017.0,410470000000000.0,1000000US410470003004017,0.0,0.16,80103,0,158,44.9592157,-123.0278331,0,3,8009204017,80417,0,0,9261,0.0,0.0,0,,,,0,0,2.3,0.45,0,0,0.0,0.0,0,0,0,0,1,404872.37,3346.24,1,,,92,80092,1,46,55,0,0,0,300,,0,0,1,0,9,22,9.294582389758514,0.045,999999.0,4.114,0.146,3.221,7.528,7451.169,158,,,,
7661,7661,,Block 4018,0,25,PedestrianZones,2300537.843,146352.4627,10,0,0,0.0,0,0,0,,10935,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,4018.0,410470000000000.0,1000000US410470003004018,0.0,1.0,80103,0,167,44.9556282,-123.0284534,0,1,8009104018,80082,0,0,9262,0.0,0.0,0,,,,0,0,0.0,0.41,0,0,0.0,0.0,0,0,0,0,1,117679.36,1372.38,1,,,91,80091,1,0,35,0,0,0,300,,0,0,1,0,35,109,2.701543906961979,0.067,999999.0,3.652,0.156,4.367,10.444,9021.778,167,,,,
7662,7662,,Block 4030,0,25,PedestrianZones,2300465.651,146164.7784,10,0,0,0.0,0,0,0,,10698,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,9999,0,0,0,0,3,4030.0,410470000000000.0,1000000US410470003004030,0.0,0.2,80103,0,170,44.9539197,-123.0292935,0,3,8009104030,80082,0,0,9263,0.0,0.0,0,,,,0,0,2.67,0.67,0,0,0.0,0.0,0,0,0,0,1,115127.49,1357.15,1,,,91,80091,1,16,20,0,0,0,300,,0,0,1,0,4,9,2.642961154315427,0.125,999999.0,5.91,0.188,4.177,10.245,10339.346,170,,,,
7663,7663,,Block 4019,0,25,PedestrianZones,2300632.838,146314.0214,10,0,0,0.0,0,0,0,,9834,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,4019.0,410470000000000.0,1000000US410470003004019,0.0,1.0,80103,0,176,44.9553092,-123.0272347,0,1,8009104019,80082,0,0,9264,0.0,0.0,0,,,,0,0,0.0,0.54,0,0,0.0,0.0,0,0,0,0,1,105830.31,1301.64,1,,,91,80091,1,0,7,0,0,0,300,,0,0,1,0,7,22,2.42952749844158,0.128,999999.0,4.697,0.162,4.387,10.665,9831.282,176,,,,
7664,7664,,Block 4027,0,25,PedestrianZones,2300690.249,146183.705,10,0,0,0.0,0,0,0,,10609,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,3,4027.0,410470000000000.0,1000000US410470003004027,0.0,1.0,80103,0,184,44.9541532,-123.0264558,0,1,8009104027,80082,0,0,9265,0.0,0.0,0,,,,0,0,0.0,0.55,0,0,0.0,0.0,0,0,0,0,1,114174.5,1352.85,1,,,91,80091,1,0,11,0,0,0,300,,0,0,1,0,11,29,2.621083448334362,0.18,999999.0,4.885,0.144,4.469,10.919,10114.995,184,,,,
